ts,active_sessions,cpu,io_file,io_table,lock,synch,other
1785276288.01,7,1,0,6,0,0,0
1785276288.11,7,1,0,6,0,0,0
1785276288.22,7,0,1,6,0,0,0
1785276288.32,7,1,0,6,0,0,0
1785276288.42,8,0,1,7,0,0,0
1785276288.52,7,1,0,6,0,0,0
1785276288.63,7,0,1,6,0,0,0
1785276288.73,8,0,1,7,0,0,0
1785276288.83,8,0,1,7,0,0,0
1785276288.93,8,0,1,7,0,0,0
1785276289.04,8,0,1,7,0,0,0
1785276289.14,7,1,0,6,0,0,0
1785276289.24,7,1,0,6,0,0,0
1785276289.34,8,0,1,7,0,0,0
1785276289.44,8,0,1,7,0,0,0
1785276289.54,8,0,1,7,0,0,0
1785276289.65,7,0,1,6,0,0,0
1785276289.75,8,0,1,7,0,0,0
1785276289.85,8,0,1,7,0,0,0
1785276289.96,7,1,0,6,0,0,0
1785276290.06,8,0,0,7,0,0,1
1785276290.16,8,0,1,7,0,0,0
1785276290.26,7,1,0,6,0,0,0
1785276290.37,8,0,1,7,0,0,0
1785276290.47,8,0,1,7,0,0,0
1785276290.58,7,1,0,6,0,0,0
1785276290.68,7,1,0,6,0,0,0
1785276290.78,7,1,0,6,0,0,0
1785276290.88,8,0,1,7,0,0,0
1785276290.98,8,0,1,7,0,0,0
1785276291.08,8,0,1,7,0,0,0
1785276291.19,8,0,1,7,0,0,0
1785276291.29,7,1,0,6,0,0,0
1785276291.39,8,0,1,7,0,0,0
1785276291.49,8,0,1,7,0,0,0
1785276291.59,8,0,1,7,0,0,0
1785276291.69,8,0,1,7,0,0,0
1785276291.80,7,1,0,6,0,0,0
1785276291.90,8,0,1,7,0,0,0
1785276292.00,8,0,1,7,0,0,0
1785276292.10,8,0,1,7,0,0,0
1785276292.21,8,0,1,7,0,0,0
1785276292.31,8,0,1,7,0,0,0
1785276292.41,8,0,1,7,0,0,0
1785276292.51,8,1,0,7,0,0,0
1785276292.61,8,0,1,7,0,0,0
1785276292.71,8,0,1,7,0,0,0
1785276292.82,8,0,1,7,0,0,0
1785276292.92,7,0,1,6,0,0,0
1785276293.02,7,1,0,6,0,0,0
1785276293.12,8,0,1,7,0,0,0
1785276293.22,8,0,1,7,0,0,0
1785276293.32,8,0,1,7,0,0,0
1785276293.42,8,0,1,7,0,0,0
1785276293.53,7,1,0,6,0,0,0
1785276293.63,8,0,1,7,0,0,0
1785276293.73,8,0,1,7,0,0,0
1785276293.83,8,0,1,7,0,0,0
1785276293.93,7,1,0,6,0,0,0
1785276294.03,8,0,1,7,0,0,0
1785276294.14,8,0,1,7,0,0,0
1785276294.24,8,0,1,7,0,0,0
1785276294.34,8,0,1,7,0,0,0
1785276294.44,8,0,1,7,0,0,0
1785276294.54,8,1,1,6,0,0,0
1785276294.65,7,0,1,6,0,0,0
1785276294.76,7,0,1,6,0,0,0
1785276294.86,8,1,0,7,0,0,0
1785276294.97,8,0,1,7,0,0,0
1785276295.07,8,0,1,7,0,0,0
1785276295.17,7,1,0,6,0,0,0
1785276295.27,7,1,0,6,0,0,0
1785276295.37,8,0,1,7,0,0,0
1785276295.48,8,0,1,7,0,0,0
1785276295.58,7,1,0,6,0,0,0
1785276295.68,8,0,1,7,0,0,0
1785276295.78,7,0,1,6,0,0,0
1785276295.88,8,0,1,7,0,0,0
1785276295.99,8,0,1,7,0,0,0
1785276296.09,7,1,0,6,0,0,0
1785276296.19,8,0,1,7,0,0,0
1785276296.29,8,1,0,6,0,0,1
1785276296.39,8,0,1,7,0,0,0
1785276296.49,7,0,1,6,0,0,0
1785276296.59,8,0,1,7,0,0,0
1785276296.69,8,0,1,7,0,0,0
1785276296.80,8,1,1,6,0,0,0
1785276296.90,7,1,0,6,0,0,0
1785276297.00,7,0,1,6,0,0,0
1785276297.10,8,0,1,7,0,0,0
1785276297.20,7,1,0,6,0,0,0
1785276297.31,8,0,1,7,0,0,0
1785276297.41,8,1,0,7,0,0,0
1785276297.51,8,0,1,7,0,0,0
1785276297.61,8,1,0,7,0,0,0
1785276297.71,8,0,1,7,0,0,0
1785276297.81,7,1,0,6,0,0,0
1785276297.91,8,0,1,7,0,0,0
1785276298.03,7,0,1,6,0,0,0
1785276298.12,8,0,1,7,0,0,0
1785276298.22,8,0,1,7,0,0,0
1785276298.32,8,0,1,7,0,0,0
1785276298.43,8,0,1,7,0,0,0
1785276298.53,8,0,1,7,0,0,0
1785276298.63,8,0,1,7,0,0,0
1785276298.73,7,0,0,7,0,0,0
1785276298.83,8,0,1,7,0,0,0
1785276298.94,7,1,0,6,0,0,0
1785276299.04,8,0,1,7,0,0,0
1785276299.14,8,0,1,7,0,0,0
1785276299.24,8,0,1,7,0,0,0
1785276299.34,8,0,1,7,0,0,0
1785276299.44,8,0,1,7,0,0,0
1785276299.55,8,0,1,7,0,0,0
1785276299.65,7,1,0,6,0,0,0
1785276299.75,8,1,0,7,0,0,0
1785276299.85,7,1,0,6,0,0,0
1785276299.95,8,0,1,7,0,0,0
1785276300.06,8,1,0,7,0,0,0
1785276300.16,8,0,1,7,0,0,0
1785276300.26,7,1,0,6,0,0,0
1785276300.36,8,0,1,7,0,0,0
1785276300.47,7,1,0,6,0,0,0
1785276300.57,8,0,1,7,0,0,0
1785276300.67,8,0,1,7,0,0,0
1785276300.77,8,0,1,7,0,0,0
1785276300.87,7,1,0,6,0,0,0
1785276300.98,8,0,1,7,0,0,0
1785276301.08,7,1,0,6,0,0,0
1785276301.18,7,1,0,6,0,0,0
1785276301.28,8,0,1,7,0,0,0
1785276301.38,8,0,1,7,0,0,0
1785276301.48,8,0,1,7,0,0,0
1785276301.58,8,0,1,7,0,0,0
1785276301.68,8,0,1,7,0,0,0
1785276301.78,8,0,1,7,0,0,0
1785276301.89,8,0,1,7,0,0,0
1785276301.99,7,1,0,6,0,0,0
1785276302.09,8,0,1,7,0,0,0
1785276302.19,8,0,1,7,0,0,0
1785276302.29,7,1,0,6,0,0,0
1785276302.40,7,1,0,6,0,0,0
1785276302.50,8,1,0,6,0,0,1
1785276302.61,8,0,1,7,0,0,0
1785276302.71,8,0,1,7,0,0,0
1785276302.81,8,0,1,7,0,0,0
1785276302.91,7,1,0,6,0,0,0
1785276303.02,7,1,0,6,0,0,0
1785276303.12,8,0,1,7,0,0,0
1785276303.22,8,0,1,7,0,0,0
1785276303.32,7,1,0,6,0,0,0
1785276303.42,7,1,0,6,0,0,0
1785276303.53,8,0,1,7,0,0,0
1785276303.63,7,1,0,6,0,0,0
1785276303.74,7,1,0,6,0,0,0
1785276303.84,8,0,1,7,0,0,0
1785276303.94,8,0,1,7,0,0,0
1785276304.05,7,1,0,6,0,0,0
1785276304.15,8,0,1,7,0,0,0
1785276304.28,3,2,0,1,0,0,0
1785276304.38,8,0,1,7,0,0,0
1785276304.48,8,0,1,7,0,0,0
1785276304.59,8,0,0,7,0,0,1
1785276304.69,8,0,1,7,0,0,0
1785276304.79,8,0,1,7,0,0,0
1785276304.90,8,1,0,7,0,0,0
1785276305.00,7,1,0,6,0,0,0
1785276305.10,8,0,1,7,0,0,0
1785276305.21,8,0,1,7,0,0,0
1785276305.31,8,0,1,7,0,0,0
1785276305.41,8,0,1,7,0,0,0
1785276305.51,8,0,1,7,0,0,0
1785276305.61,8,0,1,7,0,0,0
1785276305.72,8,0,1,7,0,0,0
1785276305.82,8,0,1,7,0,0,0
1785276305.92,7,1,0,6,0,0,0
1785276306.02,8,0,1,7,0,0,0
1785276306.13,8,0,1,7,0,0,0
1785276306.23,7,0,0,7,0,0,0
1785276306.33,7,1,0,6,0,0,0
1785276306.44,7,1,0,6,0,0,0
1785276306.54,8,0,1,7,0,0,0
1785276306.64,8,0,1,7,0,0,0
1785276306.74,8,0,1,7,0,0,0
1785276306.84,8,0,1,7,0,0,0
1785276306.95,8,1,0,7,0,0,0
1785276307.05,8,0,1,7,0,0,0
1785276307.15,7,1,0,6,0,0,0
1785276307.25,8,0,1,7,0,0,0
1785276307.36,8,0,1,7,0,0,0
1785276307.46,8,0,1,7,0,0,0
1785276307.56,8,0,1,7,0,0,0
1785276307.67,7,1,0,6,0,0,0
1785276307.77,8,0,1,7,0,0,0
1785276307.87,8,0,1,7,0,0,0
1785276307.97,8,0,1,7,0,0,0
1785276308.07,8,0,1,7,0,0,0
1785276308.18,8,0,1,7,0,0,0
1785276308.28,7,1,0,6,0,0,0
1785276308.39,7,1,0,6,0,0,0
1785276308.49,8,1,0,6,0,0,1
1785276308.59,7,1,0,6,0,0,0
1785276308.70,8,1,0,7,0,0,0
1785276308.80,8,0,1,7,0,0,0
1785276308.90,7,0,1,6,0,0,0
1785276309.01,7,1,0,6,0,0,0
1785276309.11,8,0,1,7,0,0,0
1785276309.21,7,1,0,6,0,0,0
1785276309.32,8,0,1,7,0,0,0
1785276309.42,8,0,1,7,0,0,0
1785276309.52,7,1,0,6,0,0,0
1785276309.62,7,1,0,6,0,0,0
1785276309.73,7,1,0,6,0,0,0
1785276309.83,8,0,1,7,0,0,0
1785276309.93,7,1,0,6,0,0,0
1785276310.03,8,0,1,7,0,0,0
1785276310.14,7,1,0,6,0,0,0
1785276310.24,8,1,1,6,0,0,0
1785276310.34,8,0,1,7,0,0,0
1785276310.45,8,0,1,7,0,0,0
1785276310.55,8,0,1,7,0,0,0
1785276310.65,8,0,1,7,0,0,0
1785276310.76,8,0,1,7,0,0,0
1785276310.86,7,1,0,6,0,0,0
1785276310.96,8,0,1,7,0,0,0
1785276311.06,7,1,0,6,0,0,0
1785276311.16,8,0,1,7,0,0,0
1785276311.27,8,0,1,7,0,0,0
1785276311.37,8,0,1,7,0,0,0
1785276311.47,8,1,1,6,0,0,0
1785276311.57,8,2,0,6,0,0,0
1785276311.67,8,0,1,7,0,0,0
1785276311.78,8,0,1,7,0,0,0
1785276311.88,7,1,0,6,0,0,0
1785276311.99,8,0,1,7,0,0,0
1785276312.09,7,0,1,6,0,0,0
1785276312.19,8,0,1,7,0,0,0
1785276312.29,8,0,1,7,0,0,0
1785276312.39,7,1,0,6,0,0,0
1785276312.49,8,0,1,7,0,0,0
1785276312.59,8,0,1,7,0,0,0
1785276312.69,8,0,1,7,0,0,0
1785276312.79,8,0,1,7,0,0,0
1785276312.89,7,1,0,6,0,0,0
1785276313.00,8,0,1,7,0,0,0
1785276313.10,8,0,1,7,0,0,0
1785276313.21,8,0,1,7,0,0,0
1785276313.31,8,0,1,7,0,0,0
1785276313.41,7,1,0,6,0,0,0
1785276313.51,8,0,1,7,0,0,0
1785276313.62,8,0,1,7,0,0,0
1785276313.72,8,0,1,7,0,0,0
1785276313.82,8,0,1,7,0,0,0
1785276313.92,7,1,0,6,0,0,0
1785276314.02,8,0,1,7,0,0,0
1785276314.13,8,0,1,7,0,0,0
1785276314.23,8,0,1,7,0,0,0
1785276314.33,8,0,1,7,0,0,0
1785276314.43,8,0,1,7,0,0,0
1785276314.53,8,0,1,7,0,0,0
1785276314.64,7,1,0,6,0,0,0
1785276314.74,7,1,0,6,0,0,0
1785276314.84,8,0,1,7,0,0,0
1785276314.94,8,0,1,7,0,0,0
1785276315.05,8,0,1,7,0,0,0
1785276315.15,7,0,1,6,0,0,0
1785276315.26,8,0,1,7,0,0,0
1785276315.36,8,0,1,7,0,0,0
1785276315.46,8,0,1,7,0,0,0
1785276315.56,8,0,1,7,0,0,0
1785276315.67,8,0,1,7,0,0,0
1785276315.77,8,0,1,7,0,0,0
1785276315.87,7,0,1,6,0,0,0
1785276315.98,8,0,1,7,0,0,0
1785276316.08,8,0,1,7,0,0,0
1785276316.18,7,0,1,6,0,0,0
1785276316.28,7,1,0,6,0,0,0
1785276316.39,8,0,1,7,0,0,0
1785276316.49,8,0,1,7,0,0,0
1785276316.60,7,1,0,6,0,0,0
1785276316.70,8,0,1,7,0,0,0
1785276316.80,8,0,1,7,0,0,0
1785276316.90,7,1,0,6,0,0,0
1785276317.00,8,0,1,7,0,0,0
1785276317.11,8,0,1,7,0,0,0
1785276317.21,7,1,0,6,0,0,0
1785276317.31,8,0,1,7,0,0,0
1785276317.41,8,0,1,7,0,0,0
1785276317.51,8,0,1,7,0,0,0
1785276317.61,7,1,0,6,0,0,0
1785276317.71,8,1,0,6,0,0,1
1785276317.82,8,0,1,7,0,0,0
1785276317.92,8,1,0,7,0,0,0
1785276318.02,8,0,1,7,0,0,0
1785276318.12,8,0,1,7,0,0,0
1785276318.22,8,0,1,7,0,0,0
1785276318.32,8,0,1,7,0,0,0
1785276318.42,8,0,1,7,0,0,0
1785276318.53,8,0,1,7,0,0,0
1785276318.63,8,0,1,7,0,0,0
1785276318.73,8,0,1,7,0,0,0
1785276318.83,8,0,1,7,0,0,0
1785276318.93,8,0,1,7,0,0,0
1785276319.03,8,0,1,7,0,0,0
1785276319.13,8,0,1,7,0,0,0
1785276319.24,7,0,1,6,0,0,0
1785276319.34,8,0,1,7,0,0,0
1785276319.44,7,0,1,6,0,0,0
1785276319.54,7,1,0,6,0,0,0
1785276319.64,8,0,1,7,0,0,0
1785276319.74,8,0,1,7,0,0,0
1785276319.84,8,0,1,7,0,0,0
1785276319.94,8,0,1,7,0,0,0
1785276320.04,7,1,0,6,0,0,0
1785276320.15,7,1,0,6,0,0,0
1785276320.25,8,0,1,7,0,0,0
1785276320.35,8,0,1,7,0,0,0
1785276320.45,7,1,0,6,0,0,0
1785276320.56,8,0,1,7,0,0,0
1785276320.66,8,0,1,7,0,0,0
1785276320.76,8,0,1,7,0,0,0
1785276320.86,7,1,0,6,0,0,0
1785276320.96,8,0,1,7,0,0,0
1785276321.06,8,1,1,6,0,0,0
1785276321.17,7,1,0,6,0,0,0
1785276321.27,8,0,1,7,0,0,0
1785276321.37,8,0,1,7,0,0,0
1785276321.47,7,0,1,6,0,0,0
1785276321.57,8,0,1,7,0,0,0
1785276321.68,8,0,1,7,0,0,0
1785276321.78,8,0,1,7,0,0,0
1785276321.88,8,0,1,7,0,0,0
1785276321.98,7,1,0,6,0,0,0
1785276322.08,7,1,0,6,0,0,0
1785276322.19,8,0,1,7,0,0,0
1785276322.29,8,0,1,7,0,0,0
1785276322.39,7,0,1,6,0,0,0
1785276322.49,8,1,0,7,0,0,0
1785276322.59,8,0,1,7,0,0,0
1785276322.69,8,0,1,7,0,0,0
1785276322.79,8,0,1,7,0,0,0
1785276322.90,7,1,0,6,0,0,0
1785276323.00,7,1,0,6,0,0,0
1785276323.10,7,1,0,6,0,0,0
1785276323.20,7,1,0,6,0,0,0
1785276323.31,8,1,0,7,0,0,0
1785276323.41,7,1,0,6,0,0,0
1785276323.51,8,0,1,7,0,0,0
1785276323.61,8,0,1,7,0,0,0
1785276323.71,8,0,1,7,0,0,0
1785276323.81,8,0,1,7,0,0,0
1785276323.91,8,0,1,7,0,0,0
1785276324.02,7,0,0,7,0,0,0
1785276324.12,8,0,1,7,0,0,0
1785276324.22,8,0,1,7,0,0,0
1785276324.32,7,1,0,6,0,0,0
1785276324.42,8,0,1,7,0,0,0
1785276324.52,8,0,1,7,0,0,0
1785276324.63,8,0,1,7,0,0,0
1785276324.73,8,0,1,7,0,0,0
1785276324.83,8,0,1,7,0,0,0
1785276324.93,8,0,1,7,0,0,0
1785276325.03,8,0,1,7,0,0,0
1785276325.14,8,0,1,7,0,0,0
1785276325.24,8,0,1,7,0,0,0
1785276325.34,8,0,1,7,0,0,0
1785276325.44,8,0,1,7,0,0,0
1785276325.54,8,0,1,7,0,0,0
1785276325.64,8,0,1,7,0,0,0
1785276325.74,8,0,1,7,0,0,0
1785276325.85,7,1,0,6,0,0,0
1785276325.95,8,0,1,7,0,0,0
1785276326.06,8,0,1,7,0,0,0
1785276326.16,8,0,1,7,0,0,0
1785276326.26,8,0,1,7,0,0,0
1785276326.36,7,1,0,6,0,0,0
1785276326.46,8,0,1,7,0,0,0
1785276326.56,8,0,1,7,0,0,0
1785276326.67,8,0,1,7,0,0,0
1785276326.77,8,0,1,7,0,0,0
1785276326.87,8,0,1,7,0,0,0
1785276326.97,7,1,0,6,0,0,0
1785276327.07,8,1,1,6,0,0,0
1785276327.18,7,1,0,6,0,0,0
1785276327.28,8,0,1,7,0,0,0
1785276327.38,8,0,1,7,0,0,0
1785276327.48,8,0,1,7,0,0,0
1785276327.58,8,0,1,7,0,0,0
1785276327.69,8,0,1,7,0,0,0
1785276327.79,8,0,1,7,0,0,0
1785276327.89,8,0,1,7,0,0,0
1785276327.99,7,1,0,6,0,0,0
1785276328.09,8,0,1,7,0,0,0
1785276328.20,7,1,0,6,0,0,0
1785276328.30,8,0,1,7,0,0,0
1785276328.40,8,0,1,7,0,0,0
1785276328.50,8,2,0,6,0,0,0
1785276328.60,8,0,1,7,0,0,0
1785276328.71,8,0,1,7,0,0,0
1785276328.81,8,0,1,7,0,0,0
1785276328.91,7,1,0,6,0,0,0
1785276329.01,8,0,1,7,0,0,0
1785276329.11,8,0,1,7,0,0,0
1785276329.22,7,1,0,6,0,0,0
1785276329.32,8,0,1,7,0,0,0
1785276329.42,8,0,1,7,0,0,0
1785276329.52,8,2,0,6,0,0,0
1785276329.62,8,0,1,7,0,0,0
1785276329.72,8,0,1,7,0,0,0
1785276329.83,7,0,1,6,0,0,0
1785276329.93,8,0,1,7,0,0,0
1785276330.03,8,0,1,7,0,0,0
1785276330.13,7,1,0,6,0,0,0
1785276330.23,8,0,1,7,0,0,0
1785276330.34,8,0,1,7,0,0,0
1785276330.44,8,0,1,7,0,0,0
1785276330.54,7,1,0,6,0,0,0
1785276330.64,8,0,1,7,0,0,0
1785276330.74,8,0,1,7,0,0,0
1785276330.84,8,0,1,7,0,0,0
1785276330.95,7,1,0,6,0,0,0
1785276331.05,8,0,1,7,0,0,0
1785276331.15,8,0,1,7,0,0,0
1785276331.28,8,1,0,6,1,0,0
1785276331.36,8,0,1,7,0,0,0
1785276331.46,7,1,0,6,0,0,0
1785276331.56,8,0,1,7,0,0,0
1785276331.67,8,0,1,7,0,0,0
1785276331.77,8,0,1,7,0,0,0
1785276331.87,8,0,1,7,0,0,0
1785276331.97,8,0,1,7,0,0,0
1785276332.07,8,0,1,7,0,0,0
1785276332.17,8,0,1,7,0,0,0
1785276332.27,8,0,1,7,0,0,0
1785276332.38,7,1,0,6,0,0,0
1785276332.48,8,0,1,7,0,0,0
1785276332.58,8,0,1,7,0,0,0
1785276332.68,8,0,1,7,0,0,0
1785276332.79,8,0,1,7,0,0,0
1785276332.89,7,1,0,6,0,0,0
1785276332.99,8,0,1,7,0,0,0
1785276333.09,7,0,1,6,0,0,0
1785276333.19,7,1,0,6,0,0,0
1785276333.29,8,0,1,7,0,0,0
1785276333.39,7,1,0,6,0,0,0
1785276333.49,8,0,1,7,0,0,0
1785276333.60,7,1,0,6,0,0,0
1785276333.70,8,0,1,7,0,0,0
1785276333.80,8,0,1,7,0,0,0
1785276333.90,8,0,1,7,0,0,0
1785276334.01,7,1,0,6,0,0,0
1785276334.11,8,0,1,7,0,0,0
1785276334.21,8,0,1,7,0,0,0
1785276334.31,8,0,1,7,0,0,0
1785276334.41,7,1,0,6,0,0,0
1785276334.51,7,1,0,6,0,0,0
1785276334.61,7,1,0,6,0,0,0
1785276334.72,7,0,0,7,0,0,0
1785276334.82,8,0,1,7,0,0,0
1785276334.92,8,0,1,7,0,0,0
1785276335.02,8,0,1,7,0,0,0
1785276335.13,8,0,1,7,0,0,0
1785276335.23,8,0,1,7,0,0,0
1785276335.33,8,0,1,7,0,0,0
1785276335.43,8,0,1,7,0,0,0
1785276335.53,8,0,1,7,0,0,0
1785276335.64,8,1,0,7,0,0,0
1785276335.74,8,0,1,7,0,0,0
1785276335.84,7,1,0,6,0,0,0
1785276335.94,8,0,1,7,0,0,0
1785276336.05,8,0,1,7,0,0,0
1785276336.15,8,0,1,7,0,0,0
1785276336.25,8,0,1,7,0,0,0
1785276336.35,8,0,1,7,0,0,0
1785276336.45,8,0,1,7,0,0,0
1785276336.55,8,0,1,7,0,0,0
1785276336.65,8,0,1,7,0,0,0
1785276336.75,8,0,1,7,0,0,0
1785276336.85,7,1,0,6,0,0,0
1785276336.96,8,0,1,7,0,0,0
1785276337.06,7,1,0,6,0,0,0
1785276337.16,8,0,1,7,0,0,0
1785276337.26,8,0,1,7,0,0,0
1785276337.36,8,0,1,7,0,0,0
1785276337.47,7,1,0,6,0,0,0
1785276337.57,8,0,1,7,0,0,0
1785276337.67,7,1,0,6,0,0,0
1785276337.77,8,1,1,6,0,0,0
1785276337.87,7,1,0,6,0,0,0
1785276337.97,7,0,1,6,0,0,0
1785276338.07,8,0,1,7,0,0,0
1785276338.17,8,0,1,7,0,0,0
1785276338.28,8,0,1,7,0,0,0
1785276338.38,8,0,1,7,0,0,0
1785276338.48,7,1,0,6,0,0,0
1785276338.59,8,0,1,7,0,0,0
1785276338.69,8,0,1,7,0,0,0
1785276338.79,8,0,1,7,0,0,0
1785276338.89,8,0,1,7,0,0,0
1785276338.99,7,1,0,6,0,0,0
1785276339.09,8,0,1,7,0,0,0
1785276339.20,8,0,1,7,0,0,0
1785276339.30,7,0,1,6,0,0,0
1785276339.40,7,1,0,6,0,0,0
1785276339.50,7,1,0,6,0,0,0
1785276339.60,8,0,1,7,0,0,0
1785276339.70,7,1,0,6,0,0,0
1785276339.80,8,0,1,7,0,0,0
1785276339.91,8,0,1,7,0,0,0
1785276340.01,8,0,1,7,0,0,0
1785276340.11,7,0,1,6,0,0,0
1785276340.21,8,0,1,7,0,0,0
1785276340.31,8,1,0,7,0,0,0
1785276340.42,8,1,0,7,0,0,0
1785276340.52,8,0,1,7,0,0,0
1785276340.62,8,0,1,7,0,0,0
1785276340.72,8,1,0,6,0,0,1
1785276340.82,7,1,0,6,0,0,0
1785276340.92,8,0,1,7,0,0,0
1785276341.03,7,1,0,6,0,0,0
1785276341.13,8,0,1,7,0,0,0
1785276341.22,8,0,1,7,0,0,0
1785276341.32,7,1,0,6,0,0,0
1785276341.43,8,0,1,7,0,0,0
1785276341.53,7,0,1,6,0,0,0
1785276341.63,8,0,1,7,0,0,0
1785276341.73,8,0,1,7,0,0,0
1785276341.83,8,0,1,7,0,0,0
1785276341.93,8,0,1,7,0,0,0
1785276342.03,8,0,1,7,0,0,0
1785276342.13,7,1,0,6,0,0,0
1785276342.24,7,0,1,6,0,0,0
1785276342.34,8,0,1,7,0,0,0
1785276342.44,7,1,0,6,0,0,0
1785276342.55,8,0,1,7,0,0,0
1785276342.65,8,1,0,7,0,0,0
1785276342.75,7,1,0,6,0,0,0
1785276342.85,8,0,1,7,0,0,0
1785276342.95,8,0,1,7,0,0,0
1785276343.05,7,0,1,6,0,0,0
1785276343.15,8,0,1,7,0,0,0
1785276343.25,8,0,1,7,0,0,0
1785276343.35,7,1,0,6,0,0,0
1785276343.46,8,0,1,7,0,0,0
1785276343.56,2,0,0,2,0,0,0
1785276343.66,2,0,0,1,0,0,1
1785276343.76,2,1,0,1,0,0,0
1785276343.86,0,0,0,0,0,0,0
1785276343.97,1,0,0,0,0,0,1
1785276344.07,3,0,0,3,0,0,0
1785276344.17,2,0,0,2,0,0,0
1785276344.27,2,1,0,1,0,0,0
1785276344.37,4,0,0,3,0,0,1
1785276344.47,4,1,0,3,0,0,0
1785276344.57,1,0,0,1,0,0,0
1785276344.67,0,0,0,0,0,0,0
1785276344.77,1,1,0,0,0,0,0
1785276344.87,4,2,0,2,0,0,0
1785276344.97,4,1,0,3,0,0,0
1785276345.07,1,1,0,0,0,0,0
1785276345.17,3,1,0,2,0,0,0
1785276345.28,0,0,0,0,0,0,0
1785276345.38,0,0,0,0,0,0,0
1785276345.48,1,1,0,0,0,0,0
1785276345.58,3,1,0,2,0,0,0
1785276345.68,3,1,0,2,0,0,0
1785276345.78,2,1,0,1,0,0,0
1785276345.88,8,0,0,8,0,0,0
1785276345.98,1,0,0,1,0,0,0
1785276346.08,3,0,0,3,0,0,0
1785276346.18,4,2,0,2,0,0,0
1785276346.29,2,0,0,2,0,0,0
1785276346.39,3,0,0,3,0,0,0
1785276346.49,1,0,0,0,0,0,1
1785276346.59,2,1,0,1,0,0,0
1785276346.69,2,0,0,2,0,0,0
1785276346.79,1,0,0,1,0,0,0
1785276346.89,4,0,0,4,0,0,0
1785276346.99,1,0,0,1,0,0,0
1785276347.09,0,0,0,0,0,0,0
1785276347.19,3,0,0,3,0,0,0
1785276347.29,2,1,0,0,0,0,1
1785276347.40,2,0,0,2,0,0,0
1785276347.50,3,0,0,3,0,0,0
1785276347.60,5,1,0,4,0,0,0
1785276347.70,7,1,0,6,0,0,0
1785276347.80,2,2,0,0,0,0,0
1785276347.90,0,0,0,0,0,0,0
1785276348.00,3,1,0,2,0,0,0
1785276348.10,1,1,0,0,0,0,0
1785276348.20,4,0,0,4,0,0,0
1785276348.30,1,0,0,0,0,0,1
1785276348.40,2,0,0,2,0,0,0
1785276348.50,3,0,0,2,0,0,1
1785276348.60,1,0,0,1,0,0,0
1785276348.70,4,0,0,4,0,0,0
1785276348.80,3,2,0,1,0,0,0
1785276348.90,3,0,0,3,0,0,0
1785276349.01,0,0,0,0,0,0,0
1785276349.11,0,0,0,0,0,0,0
1785276349.21,2,0,0,2,0,0,0
1785276349.31,1,0,0,1,0,0,0
1785276349.41,5,2,0,3,0,0,0
1785276349.51,2,2,0,0,0,0,0
1785276349.62,2,1,0,0,0,0,1
1785276349.72,4,0,0,3,0,0,0
1785276349.82,2,1,0,1,0,0,0
1785276349.92,1,0,0,1,0,0,0
1785276350.02,2,1,0,1,0,0,0
1785276350.12,3,1,0,2,0,0,0
1785276350.22,1,0,0,1,0,0,0
1785276350.32,0,0,0,0,0,0,0
1785276350.43,3,1,0,2,0,0,0
1785276350.53,1,1,0,0,0,0,0
1785276350.63,3,1,0,2,0,0,0
1785276350.73,0,0,0,0,0,0,0
1785276350.83,2,0,0,1,0,1,0
1785276350.93,0,0,0,0,0,0,0
1785276351.03,2,0,0,2,0,0,0
1785276351.13,1,1,0,0,0,0,0
1785276351.23,1,0,0,0,0,0,1
1785276351.33,2,0,0,2,0,0,0
1785276351.43,3,1,0,2,0,0,0
1785276351.53,1,0,0,1,0,0,0
1785276351.63,2,0,0,2,0,0,0
1785276351.74,0,0,0,0,0,0,0
1785276351.84,1,0,0,0,0,0,1
1785276351.94,3,0,0,2,0,0,0
1785276352.04,5,0,0,5,0,0,0
1785276352.14,3,1,0,2,0,0,0
1785276352.24,3,0,0,3,0,0,0
1785276352.34,6,1,0,5,0,0,0
1785276352.44,0,0,0,0,0,0,0
1785276352.54,1,1,0,0,0,0,0
1785276352.64,1,0,0,1,0,0,0
1785276352.74,3,1,0,2,0,0,0
1785276352.84,0,0,0,0,0,0,0
1785276352.94,2,0,0,2,0,0,0
1785276353.05,0,0,0,0,0,0,0
1785276353.15,0,0,0,0,0,0,0
1785276353.25,0,0,0,0,0,0,0
1785276353.35,3,2,0,1,0,0,0
1785276353.45,2,0,0,2,0,0,0
1785276353.55,1,0,0,1,0,0,0
1785276353.65,1,0,0,1,0,0,0
1785276353.75,1,0,0,1,0,0,0
1785276353.85,1,0,0,0,0,0,1
1785276353.95,3,0,0,2,0,0,1
1785276354.05,3,0,0,3,0,0,0
1785276354.15,2,1,0,1,0,0,0
1785276354.26,1,1,0,0,0,0,0
1785276354.36,2,1,0,1,0,0,0
1785276354.46,2,0,0,2,0,0,0
1785276354.57,2,0,0,2,0,0,0
1785276354.67,4,1,0,3,0,0,0
1785276354.77,2,0,0,2,0,0,0
1785276354.87,1,0,0,0,0,0,1
1785276354.97,1,0,0,0,0,0,1
1785276355.07,3,1,0,2,0,0,0
1785276355.17,2,1,0,1,0,0,0
1785276355.27,5,1,0,2,0,0,2
1785276355.38,0,0,0,0,0,0,0
1785276355.48,1,0,0,1,0,0,0
1785276355.58,2,0,0,2,0,0,0
1785276355.68,1,1,0,0,0,0,0
