ts,active_sessions,cpu,io_file,io_table,lock,synch,other
1785276210.41,2,0,0,1,0,1,0
1785276211.42,2,0,0,1,0,1,0
1785276212.42,2,0,0,1,0,1,0
1785276213.43,2,0,0,1,0,1,0
1785276214.43,2,0,0,1,0,1,0
1785276215.43,2,0,0,1,0,1,0
1785276216.43,2,0,0,1,0,1,0
1785276217.44,2,0,0,1,0,1,0
