# [th10-r2] route=buggy TOMCAT_MAX_THREADS=10 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=10 connection-timeout=2000ms tomcat.threads.max=10 accept-count=1000 shed.permits=10

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=7757    min=50.44ms   p50=52.43ms   p90=56.38ms   p95=57.76ms   p99=60.65ms   max=82.43ms   mean=53.20ms
pool_acquire_ok          count=7757    min=0.00ms    p50=0.00ms    p90=0.01ms    p95=0.02ms    p99=0.04ms    max=1.95ms    mean=0.01ms
pool_acquire_timeout     count=0       (표본 없음)
query_after_acquire      count=7757    min=50.27ms   p50=51.91ms   p90=55.70ms   p95=57.05ms   p99=59.83ms   max=69.09ms   mean=52.69ms

# 큐 길이 표본 100ms 간격, 441개
최댓값  hikari_active=10 hikari_waiting=0 tomcat_busy=10 tomcat_queue=2590 tomcat_conn=2601
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 10/    0                 0/  10/    0/    1
  2.1    0/ 10/    0                 0/  10/    0/    1
  3.1    4/  6/    0                 5/  10/    0/   43
  4.1    8/  2/    0                 8/  10/    0/  168
  5.1    8/  2/    0                10/  10/   18/  375
  6.1   10/  0/    0                10/  10/  113/  664
  7.1   10/  0/    0                10/  10/  294/ 1035
  8.2   10/  0/    0                10/  10/  513/ 1444
  9.2   10/  0/    0                10/  10/  727/ 1858
 10.2   10/  0/    0                10/  10/  943/ 2264
 11.2   10/  0/    0                10/  10/ 1154/ 2601
 12.3    7/  3/    0                10/  10/ 1389/ 2601
 13.3   10/  0/    0                10/  10/ 1598/ 2601
 14.3   10/  0/    0                10/  10/ 1818/ 2601
 15.4   10/  0/    0                10/  10/ 2042/ 2601
 16.4    7/  4/    0                10/  10/ 2259/ 2601
 17.4   10/  0/    0                10/  10/ 2477/ 2601
 18.4   10/  0/    0                10/  10/ 2588/ 2601
 19.4   10/  0/    0                10/  10/ 2590/ 2601
 20.5   10/  0/    0                10/  10/ 2590/ 2601
 21.5   10/  0/    0                10/  10/ 2582/ 2601
 22.5   10/  0/    0                10/  10/ 2590/ 2601
 23.5   10/  0/    0                10/  10/ 2590/ 2601
 24.6   10/  0/    0                10/  10/ 2583/ 2601
 25.6   10/  0/    0                10/  10/ 2590/ 2601
 26.6   10/  0/    0                10/  10/ 2590/ 2601
 27.6   10/  0/    0                10/  10/ 2590/ 2601
 28.6   10/  0/    0                10/  10/ 2587/ 2601
 29.7    5/  6/    0                10/  10/ 2586/ 2601
 30.7   10/  0/    0                10/  10/ 2553/ 2601
 31.7   10/  0/    0                10/  10/ 2423/ 2601
 32.7   10/  0/    0                10/  10/ 2237/ 2601
 33.7   10/  0/    0                10/  10/ 2047/ 2601
 34.8   10/  0/    0                10/  10/ 1847/ 2601
 35.8   10/  0/    0                10/  10/ 1657/ 2601
 36.8   10/  0/    0                10/  10/ 1457/ 2601
 37.8   10/  0/    0                10/  10/ 1267/ 2601
 38.9   10/  0/    0                10/  10/ 1077/ 2601
 39.9   10/  0/    0                10/  10/  887/ 2601
 40.9   10/  0/    0                10/  10/  687/ 2601
 41.9   10/  0/    0                10/  10/  487/ 2601
 43.0   10/  0/    0                10/  10/  307/ 2601
 44.0   10/  0/    0                10/  10/  117/ 2601
 45.0    0/ 10/    0                 0/  10/    0/    1
