# [pool10-r3] route=fixed TOMCAT_MAX_THREADS=200 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=10 connection-timeout=2000ms tomcat.threads.max=200 accept-count=1000 shed.permits=10

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=5188    min=50.28ms   p50=51.50ms   p90=53.08ms   p95=53.99ms   p99=57.07ms   max=78.73ms   mean=51.81ms
inapp_503                count=4811    min=0.03ms    p50=0.11ms    p90=0.31ms    p95=0.47ms    p99=0.92ms    max=3.40ms    mean=0.17ms
pool_acquire_ok          count=5188    min=0.00ms    p50=0.00ms    p90=0.01ms    p95=0.01ms    p99=0.05ms    max=0.79ms    mean=0.01ms
pool_acquire_timeout     count=0       (표본 없음)
query_after_acquire      count=5188    min=50.21ms   p50=51.30ms   p90=52.67ms   p95=53.44ms   p99=56.28ms   max=66.63ms   mean=51.55ms

# 큐 길이 표본 100ms 간격, 321개
최댓값  hikari_active=10 hikari_waiting=0 tomcat_busy=12 tomcat_queue=32 tomcat_conn=1467
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 10/    0                 0/  10/    0/    1
  2.1    0/ 10/    0                 0/  10/    0/    1
  3.1    4/  6/    0                 4/  10/    0/   40
  4.1    8/  2/    0                 8/  10/    0/  162
  5.1   10/  0/    0                10/  11/    0/  343
  6.1   10/  0/    0                11/  13/    0/  532
  7.2   10/  0/    0                10/  13/    0/  724
  8.2   10/  0/    0                10/  13/    0/  915
  9.2   10/  0/    0                10/  13/    0/ 1105
 10.2   10/  0/    0                10/  13/    0/ 1297
 11.2   10/  0/    0                10/  13/    0/ 1450
 12.2   10/  0/    0                10/  13/    0/ 1283
 13.2    9/  1/    0                 9/  13/    0/ 1235
 14.2   10/  0/    0                10/  13/    0/ 1232
 15.2    9/  1/    0                 9/  13/    0/ 1231
 16.3   10/  0/    0                10/  13/    0/ 1231
 17.3    9/  1/    0                10/  13/    0/ 1229
 18.3   10/  0/    0                10/  13/    0/ 1229
 19.3   10/  0/    0                10/  13/    0/ 1231
 20.3   10/  0/    0                10/  14/    0/ 1227
 21.3   10/  0/    0                10/  14/    0/ 1230
 22.3   10/  0/    0                10/  14/    0/ 1232
 23.3   10/  0/    0                10/  14/    0/ 1233
 24.4   10/  0/    0                10/  14/    0/ 1234
 25.4   10/  0/    0                11/  14/    0/ 1232
 26.4   10/  0/    0                10/  14/    0/ 1233
 27.4   10/  0/    0                10/  14/    0/ 1233
 28.4   10/  0/    0                10/  14/    0/ 1258
 29.4    9/  1/    0                 9/  14/    0/ 1320
 30.4    7/  3/    0                 7/  14/    0/ 1408
 31.5    3/  7/    0                 3/  14/    0/ 1458
 32.5    0/ 10/    0                 0/  64/    0/    1
