# [th200-r1] route=buggy TOMCAT_MAX_THREADS=200 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=10 connection-timeout=2000ms tomcat.threads.max=200 accept-count=1000 shed.permits=10

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=7655    min=50.37ms   p50=1024.99ms p90=1999.73ms p95=2012.30ms p99=2025.96ms max=2033.53ms mean=825.64ms
inapp_500                count=485     min=2000.33ms p50=2001.53ms p90=2004.01ms p95=2004.99ms p99=2006.30ms max=2007.54ms mean=2002.00ms
pool_acquire_ok          count=7655    min=0.00ms    p50=973.47ms  p90=1948.08ms p95=1960.72ms p99=1974.09ms max=1981.55ms mean=773.88ms
pool_acquire_timeout     count=485     min=2000.20ms p50=2001.29ms p90=2003.72ms p95=2004.71ms p99=2005.92ms max=2007.27ms mean=2001.77ms
query_after_acquire      count=7655    min=50.26ms   p50=51.17ms   p90=52.48ms   p95=53.08ms   p99=54.71ms   max=64.14ms   mean=51.46ms

# 큐 길이 표본 100ms 간격, 426개
최댓값  hikari_active=10 hikari_waiting=190 tomcat_busy=200 tomcat_queue=2400 tomcat_conn=2601
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 10/    0                 1/  10/    0/    2
  2.0    0/ 10/    0                 0/  10/    0/    1
  3.1    4/  6/    0                 4/  10/    0/   35
  4.1    8/  2/    0                 8/  10/    0/  151
  5.1   10/  0/   11                21/  23/    0/  349
  6.1   10/  0/   93               103/ 106/    0/  629
  7.1   10/  0/  190               200/ 200/   68/  989
  8.1   10/  0/  190               200/ 200/  274/ 1394
  9.1   10/  0/  190               200/ 200/  480/ 1797
 10.1   10/  0/  190               200/ 200/  689/ 2200
 11.2   10/  0/  190               200/ 200/  896/ 2598
 12.2   10/  0/  190               200/ 200/ 1102/ 2597
 13.2   10/  0/  190               200/ 200/ 1311/ 2597
 14.2   10/  0/  190               200/ 200/ 1519/ 2600
 15.2   10/  0/  190               200/ 200/ 1725/ 2595
 16.2   10/  0/  190               200/ 200/ 1925/ 2591
 17.2   10/  0/  189               200/ 200/ 2134/ 2596
 18.3   10/  0/  190               200/ 200/ 2341/ 2601
 19.3   10/  0/  190               200/ 200/ 2393/ 2601
 20.3   10/  0/  190               200/ 200/ 2400/ 2601
 21.3   10/  0/  190               200/ 200/ 2400/ 2601
 22.3   10/  0/  190               200/ 200/ 2400/ 2601
 23.3   10/  0/  190               200/ 200/ 2392/ 2601
 24.4   10/  0/  190               200/ 200/ 2399/ 2600
 25.4   10/  0/  190               200/ 200/ 2393/ 2601
 26.4   10/  0/  190               200/ 200/ 2400/ 2601
 27.4   10/  0/  190               200/ 200/ 2400/ 2601
 28.4   10/  0/  190               200/ 200/ 2397/ 2601
 29.4   10/  0/  190               200/ 200/ 2390/ 2601
 30.5   10/  0/  190               200/ 200/ 2356/ 2596
 31.5   10/  0/  190               200/ 200/ 2243/ 2593
 32.5   10/  0/  190               200/ 200/ 2040/ 2572
 33.5   10/  0/  190               200/ 200/ 1830/ 2562
 34.5   10/  0/  189               200/ 200/ 1628/ 2550
 35.5   10/  0/  190               200/ 200/ 1415/ 2537
 36.6   10/  0/  190               200/ 200/ 1195/ 2517
 37.6   10/  0/  190               200/ 200/  965/ 2487
 38.6   10/  0/  190               200/ 200/  722/ 2444
 39.6   10/  0/  190               200/ 200/  493/ 2405
 40.6   10/  0/  190               200/ 200/  252/ 2364
 41.6   10/  0/  190               200/ 200/   33/ 2344
 42.7   10/  0/   32                42/ 200/    0/ 2344
