# [pool20-r1] route=fixed TOMCAT_MAX_THREADS=200 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=20 connection-timeout=2000ms tomcat.threads.max=200 accept-count=1000 shed.permits=20

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=9375    min=50.28ms   p50=51.40ms   p90=52.80ms   p95=53.56ms   p99=55.80ms   max=82.35ms   mean=51.67ms
inapp_503                count=624     min=0.04ms    p50=0.13ms    p90=0.28ms    p95=0.47ms    p99=0.80ms    max=3.43ms    mean=0.17ms
pool_acquire_ok          count=9375    min=0.00ms    p50=0.00ms    p90=0.01ms    p95=0.01ms    p99=0.03ms    max=0.86ms    mean=0.00ms
pool_acquire_timeout     count=0       (표본 없음)
query_after_acquire      count=9375    min=50.21ms   p50=51.20ms   p90=52.44ms   p95=53.10ms   p99=55.21ms   max=69.89ms   mean=51.43ms

# 큐 길이 표본 100ms 간격, 321개
최댓값  hikari_active=20 hikari_waiting=0 tomcat_busy=21 tomcat_queue=1 tomcat_conn=2472
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 20/    0                 0/  10/    0/    1
  2.0    0/ 20/    0                 0/  10/    0/    1
  3.1    5/ 15/    0                 5/  10/    0/   41
  4.1    8/ 12/    0                 8/  10/    0/  164
  5.1   12/  8/    0                13/  14/    0/  368
  6.1   17/  3/    0                17/  19/    0/  654
  7.1   20/  0/    0                20/  21/    0/ 1013
  8.1   20/  0/    0                20/  22/    0/ 1385
  9.1   19/  1/    0                19/  22/    0/ 1764
 10.2   19/  1/    0                19/  22/    0/ 2135
 11.2   19/  1/    0                19/  22/    0/ 2469
 12.2   19/  1/    0                19/  22/    0/ 2440
 13.2   20/  0/    0                20/  22/    0/ 2411
 14.2   19/  1/    0                19/  22/    0/ 2414
 15.2   19/  1/    0                19/  22/    0/ 2410
 16.2   20/  0/    0                20/  22/    0/ 2407
 17.2   18/  2/    0                18/  22/    0/ 2404
 18.2   19/  1/    0                19/  22/    0/ 2404
 19.3   19/  1/    0                19/  22/    0/ 2403
 20.3   20/  0/    0                20/  22/    0/ 2402
 21.3   19/  1/    0                19/  22/    0/ 2400
 22.3   19/  1/    0                19/  22/    0/ 2401
 23.3   19/  1/    0                19/  22/    0/ 2407
 24.3   20/  0/    0                20/  22/    0/ 2407
 25.3   20/  0/    0                20/  22/    0/ 2407
 26.3   19/  1/    0                19/  22/    0/ 2403
 27.3   19/  1/    0                20/  22/    0/ 2406
 28.4   16/  4/    0                16/  22/    0/ 2430
 29.4   11/  9/    0                11/  22/    0/ 2450
 30.4    7/ 13/    0                 7/  22/    0/ 2462
 31.4    3/ 17/    0                 3/  22/    0/ 2470
 32.5    0/ 20/    0                 0/  95/    0/    1
