# [pool50-r2] route=fixed TOMCAT_MAX_THREADS=200 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=50 connection-timeout=2000ms tomcat.threads.max=200 accept-count=1000 shed.permits=50

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=9999    min=50.27ms   p50=51.39ms   p90=52.81ms   p95=53.53ms   p99=55.77ms   max=81.05ms   mean=51.66ms
pool_acquire_ok          count=9999    min=0.00ms    p50=0.00ms    p90=0.01ms    p95=0.01ms    p99=0.03ms    max=1.52ms    mean=0.00ms
pool_acquire_timeout     count=0       (표본 없음)
query_after_acquire      count=9999    min=50.18ms   p50=51.18ms   p90=52.41ms   p95=53.07ms   p99=55.19ms   max=75.05ms   mean=51.42ms

# 큐 길이 표본 100ms 간격, 320개
최댓값  hikari_active=22 hikari_waiting=0 tomcat_busy=22 tomcat_queue=1 tomcat_conn=2601
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 21/    0                 1/  10/    0/    2
  2.0    0/ 48/    0                 0/  10/    0/    1
  3.1    4/ 46/    0                 4/  10/    0/   44
  4.1    9/ 41/    0                 9/  11/    0/  171
  5.1   13/ 37/    0                13/  15/    0/  379
  6.1   17/ 33/    0                17/  18/    0/  669
  7.1   21/ 29/    0                21/  24/    0/ 1039
  8.1   19/ 31/    0                21/  24/    0/ 1443
  9.1   21/ 29/    0                21/  24/    0/ 1846
 10.2   21/ 29/    0                21/  27/    0/ 2251
 11.2   20/ 30/    0                21/  27/    0/ 2601
 12.2   20/ 30/    0                22/  27/    0/ 2601
 13.2   21/ 29/    0                21/  27/    0/ 2601
 14.2   20/ 30/    0                20/  27/    0/ 2601
 15.2   21/ 29/    0                21/  27/    0/ 2601
 16.2   21/ 29/    0                21/  27/    0/ 2601
 17.2   21/ 29/    0                21/  27/    0/ 2601
 18.3   20/ 30/    0                20/  27/    0/ 2601
 19.3   20/ 30/    0                20/  27/    0/ 2601
 20.3   21/ 29/    0                21/  27/    0/ 2601
 21.3   20/ 30/    0                20/  27/    0/ 2601
 22.3   22/ 28/    0                22/  27/    0/ 2601
 23.3   20/ 30/    0                20/  27/    0/ 2601
 24.3   20/ 30/    0                20/  27/    0/ 2601
 25.3   19/ 31/    0                20/  27/    0/ 2601
 26.4   20/ 29/    0                21/  27/    0/ 2601
 27.4   19/ 31/    0                19/  27/    0/ 2601
 28.4   16/ 34/    0                16/  27/    0/ 2601
 29.4   11/ 39/    0                11/  27/    0/ 2601
 30.4    7/ 43/    0                 7/  27/    0/ 2601
 31.4    3/ 47/    0                 3/  27/    0/ 2601
