# [th800-r1] route=buggy TOMCAT_MAX_THREADS=800 RATE=400 VUS=2600 PREVUS=2600 RAMP=5s HOLD=20s DOWN=5s
# 설정  pool=10 connection-timeout=2000ms tomcat.threads.max=800 accept-count=1000 shed.permits=10

# 앱 안에서 잰 계층별 시간 (서블릿 필터 기준)
inapp_200                count=5753    min=50.49ms   p50=2043.67ms p90=2050.63ms p95=2051.21ms p99=2052.81ms max=2061.09ms mean=1698.79ms
inapp_500                count=4246    min=2000.11ms p50=2000.82ms p90=2001.56ms p95=2001.98ms p99=2003.20ms max=2007.29ms mean=2000.96ms
pool_acquire_ok          count=5753    min=0.00ms    p50=1992.37ms p90=1999.24ms p95=1999.87ms p99=2000.92ms max=2007.47ms mean=1647.35ms
pool_acquire_timeout     count=4246    min=2000.05ms p50=2000.73ms p90=2001.43ms p95=2001.84ms p99=2002.93ms max=2007.20ms mean=2000.86ms
query_after_acquire      count=5753    min=50.24ms   p50=51.01ms   p90=51.85ms   p95=52.36ms   p99=54.51ms   max=63.67ms   mean=51.21ms

# 큐 길이 표본 100ms 간격, 329개
최댓값  hikari_active=10 hikari_waiting=790 tomcat_busy=800 tomcat_queue=126 tomcat_conn=2304
t(s)  hikari(active/idle/waiting)  tomcat(busy/pool/queue/conn)
  0.0   -1/ -1/   -1                -1/  -1/   -1/   -1
  1.0    0/ 10/    0                 0/  10/    0/    1
  2.1    0/ 10/    0                 0/  10/    0/    1
  3.1    4/  6/    0                 4/  10/    0/   36
  4.1    8/  2/    0                 8/  10/    0/  153
  5.1   10/  0/   12                22/  23/    0/  352
  6.1   10/  0/   98               108/ 108/    0/  633
  7.1   10/  0/  260               270/ 270/    0/  995
  8.1   10/  0/  467               477/ 477/    0/ 1400
  9.1   10/  0/  670               680/ 680/    0/ 1803
 10.1   10/  0/  790               800/ 800/    2/ 2122
 11.2   10/  0/  787               799/ 800/    0/ 2304
 12.2   10/  0/  790               800/ 800/    3/ 2100
 13.2   10/  0/  790               800/ 800/    0/ 1891
 14.2   10/  0/  787               798/ 800/    0/ 1689
 15.2   10/  0/  787               797/ 800/    0/ 1683
 16.2   10/  0/  784               794/ 800/    1/ 1681
 17.2   10/  0/  788               798/ 800/    0/ 1679
 18.2   10/  0/  789               799/ 800/    0/ 1680
 19.2   10/  0/  790               800/ 800/    2/ 1683
 20.3   10/  0/  787               797/ 800/    0/ 1681
 21.3   10/  0/  790               800/ 800/    0/ 1681
 22.3   10/  0/  789               800/ 800/    2/ 1682
 23.3   10/  0/  790               800/ 800/    0/ 1681
 24.3   10/  0/  784               794/ 800/    0/ 1676
 25.3   10/  0/  782               792/ 800/    0/ 1677
 26.3   10/  0/  788               799/ 800/    0/ 1680
 27.3   10/  0/  782               792/ 800/    0/ 1674
 28.3   10/  0/  720               730/ 800/    0/ 1641
 29.4   10/  0/  595               605/ 800/    0/ 1581
 30.4   10/  0/  432               442/ 800/    0/ 1528
 31.4   10/  0/  267               277/ 800/    0/ 1507
 32.4   10/  0/   84                94/ 800/    0/ 1509
