ts,history_list_len,plain_ibd_bytes,part_ibd_bytes
1785436149.7,0,901775360,926941184
1785436150.8,0,901775360,926941184
1785436151.8,0,901775360,926941184
1785436152.9,0,901775360,926941184
1785436154.0,0,901775360,926941184
1785436155.1,0,901775360,926941184
1785436156.1,0,901775360,926941184
1785436157.2,0,901775360,926941184
1785436158.3,0,901775360,926941184
1785436159.4,0,901775360,926941184
1785436160.4,0,901775360,926941184
1785436161.5,0,901775360,926941184
1785436162.6,0,901775360,926941184
1785436163.7,0,901775360,926941184
1785436164.8,0,901775360,926941184
1785436165.8,0,901775360,926941184
1785436166.9,0,901775360,926941184
1785436168.0,0,901775360,926941184
1785436169.1,0,901775360,926941184
1785436170.2,0,901775360,926941184
1785436171.3,0,901775360,926941184
1785436172.4,0,901775360,926941184
1785436173.4,0,901775360,926941184
1785436174.5,0,901775360,926941184
1785436175.6,0,901775360,926941184
1785436176.7,0,901775360,926941184
1785436177.8,0,901775360,926941184
1785436178.9,0,901775360,926941184
1785436179.9,0,901775360,926941184
1785436181.0,0,901775360,926941184
1785436182.1,0,901775360,926941184
1785436183.2,0,901775360,926941184
1785436184.2,0,901775360,926941184
1785436185.3,0,901775360,926941184
1785436186.4,0,901775360,926941184
1785436187.5,0,901775360,926941184
1785436188.5,0,901775360,926941184
1785436189.6,0,901775360,926941184
1785436190.7,0,901775360,926941184
1785436191.8,0,901775360,926941184
1785436192.8,0,901775360,926941184
1785436193.9,0,901775360,926941184
1785436195.0,0,901775360,926941184
1785436196.1,0,901775360,926941184
1785436197.1,0,901775360,926941184
1785436198.2,0,901775360,926941184
1785436199.3,0,901775360,926941184
1785436200.4,0,901775360,926941184
1785436201.5,0,901775360,926941184
1785436202.5,0,901775360,926941184
1785436203.6,0,901775360,926941184
1785436204.7,0,901775360,926941184
1785436205.8,0,901775360,926941184
1785436206.9,0,901775360,926941184
1785436207.9,0,901775360,926941184
1785436209.0,0,901775360,926941184
1785436210.1,0,901775360,926941184
1785436211.2,0,901775360,926941184
1785436212.2,0,901775360,926941184
1785436213.3,0,901775360,926941184
1785436214.4,0,901775360,926941184
1785436215.4,0,901775360,926941184
1785436216.5,0,901775360,926941184
1785436217.6,0,901775360,926941184
1785436218.7,0,901775360,926941184
1785436219.8,0,901775360,926941184
1785436220.8,0,901775360,926941184
1785436221.9,0,901775360,926941184
1785436223.0,0,901775360,926941184
1785436224.0,0,901775360,926941184
1785436225.1,0,901775360,926941184
1785436226.2,0,901775360,926941184
1785436227.2,0,901775360,926941184
1785436228.3,0,901775360,926941184
1785436229.4,0,901775360,926941184
1785436230.5,0,901775360,926941184
1785436231.5,0,901775360,926941184
1785436232.6,0,901775360,926941184
1785436233.7,0,901775360,926941184
1785436234.8,0,901775360,926941184
1785436235.9,0,901775360,926941184
1785436237.0,0,901775360,926941184
1785436238.1,0,901775360,926941184
1785436239.1,0,901775360,926941184
1785436240.2,0,901775360,926941184
1785436241.3,0,901775360,926941184
1785436242.3,0,901775360,926941184
1785436243.4,0,901775360,926941184
1785436244.5,0,901775360,926941184
1785436245.6,0,901775360,926941184
1785436246.6,0,901775360,926941184
1785436247.7,0,901775360,926941184
1785436248.8,0,901775360,926941184
1785436249.9,0,901775360,926941184
1785436251.0,0,901775360,926941184
1785436252.0,0,901775360,926941184
1785436253.1,0,901775360,926941184
1785436254.1,0,901775360,926941184
1785436255.2,0,901775360,926941184
1785436256.3,0,901775360,926941184
1785436257.4,0,901775360,926941184
1785436258.4,0,901775360,926941184
1785436259.5,0,901775360,926941184
1785436260.6,0,901775360,926941184
1785436261.7,0,901775360,926941184
1785436262.7,0,901775360,926941184
1785436263.8,0,901775360,926941184
1785436264.9,0,901775360,926941184
1785436266.0,0,901775360,926941184
1785436267.0,0,901775360,926941184
1785436268.1,0,901775360,926941184
1785436269.2,0,901775360,926941184
1785436270.2,0,901775360,926941184
1785436271.3,0,901775360,926941184
1785436272.4,0,901775360,926941184
1785436273.4,0,901775360,926941184
1785436274.5,0,901775360,926941184
1785436275.6,0,901775360,926941184
1785436276.7,0,901775360,926941184
1785436277.7,0,901775360,926941184
1785436278.8,0,901775360,926941184
1785436279.9,0,901775360,926941184
1785436281.0,0,901775360,926941184
1785436282.1,0,901775360,926941184
1785436283.1,0,901775360,926941184
1785436284.2,0,901775360,926941184
1785436285.3,0,901775360,926941184
1785436286.3,0,901775360,926941184
1785436287.4,0,901775360,926941184
1785436288.5,0,901775360,926941184
1785436289.5,0,901775360,926941184
1785436290.6,0,901775360,926941184
1785436291.7,0,901775360,926941184
1785436292.7,0,901775360,926941184
1785436293.8,0,901775360,926941184
1785436294.9,0,901775360,926941184
1785436296.0,0,901775360,926941184
1785436297.1,0,901775360,926941184
1785436298.2,0,901775360,926941184
1785436299.2,0,901775360,926941184
1785436300.3,0,901775360,926941184
1785436301.4,0,901775360,926941184
1785436302.4,0,901775360,926941184
1785436303.5,0,901775360,926941184
1785436304.6,0,901775360,926941184
1785436305.7,0,901775360,926941184
1785436306.7,0,901775360,926941184
1785436307.8,0,901775360,926941184
1785436308.9,0,901775360,926941184
1785436310.0,0,901775360,926941184
1785436311.0,0,901775360,926941184
1785436312.1,0,901775360,926941184
1785436313.2,0,901775360,926941184
1785436314.2,0,901775360,926941184
1785436315.3,0,901775360,926941184
1785436316.4,0,901775360,926941184
1785436317.5,0,901775360,926941184
1785436318.5,0,901775360,926941184
1785436319.6,0,901775360,926941184
1785436320.7,0,901775360,926941184
1785436321.8,0,901775360,926941184
1785436322.9,0,901775360,926941184
1785436323.9,0,901775360,926941184
1785436325.0,0,901775360,926941184
1785436326.1,0,901775360,926941184
1785436327.2,0,901775360,926941184
1785436328.2,0,901775360,926941184
1785436329.3,0,901775360,926941184
1785436330.4,0,901775360,926941184
1785436331.4,0,901775360,926941184
1785436332.5,0,901775360,926941184
1785436333.6,0,901775360,926941184
1785436334.7,0,901775360,926941184
1785436335.7,0,901775360,926941184
1785436336.8,0,901775360,926941184
1785436337.9,0,901775360,926941184
1785436339.0,0,901775360,926941184
1785436340.0,0,901775360,926941184
1785436341.1,0,901775360,926941184
1785436342.2,0,901775360,926941184
1785436343.3,0,901775360,926941184
1785436344.4,0,901775360,926941184
1785436345.4,0,901775360,926941184
1785436346.5,0,901775360,926941184
1785436347.6,0,901775360,926941184
1785436348.6,0,901775360,926941184
1785436349.7,0,901775360,926941184
1785436350.8,1,901775360,926941184
1785436351.8,1,901775360,926941184
1785436352.9,1,901775360,926941184
1785436354.0,1,901775360,926941184
1785436355.1,1,901775360,926941184
1785436356.1,1,901775360,926941184
1785436357.2,1,901775360,926941184
1785436358.3,1,901775360,926941184
1785436359.3,1,901775360,926941184
1785436360.4,1,901775360,926941184
1785436361.5,1,901775360,926941184
1785436362.5,0,901775360,926941184
1785436363.6,0,901775360,926941184
1785436364.7,0,901775360,926941184
1785436365.8,0,901775360,926941184
1785436366.8,0,901775360,926941184
1785436367.9,0,901775360,926941184
1785436369.0,0,901775360,926941184
1785436370.1,0,901775360,926941184
1785436371.2,0,901775360,926941184
1785436372.2,0,901775360,926941184
1785436373.3,0,901775360,926941184
1785436374.4,0,901775360,926941184
1785436375.4,0,901775360,926941184
1785436376.5,0,901775360,926941184
1785436377.6,0,901775360,926941184
1785436378.6,0,901775360,926941184
1785436379.7,0,901775360,926941184
1785436380.8,0,901775360,926941184
1785436381.9,0,901775360,926941184
1785436383.0,0,901775360,926941184
1785436384.0,0,901775360,926941184
1785436385.1,0,901775360,926941184
1785436386.2,0,901775360,926941184
1785436387.3,0,901775360,926941184
1785436388.3,0,901775360,926941184
1785436389.4,0,901775360,926941184
1785436390.5,0,901775360,926941184
1785436391.5,0,901775360,926941184
1785436392.6,0,901775360,926941184
1785436393.7,0,901775360,926941184
1785436394.7,0,901775360,926941184
1785436395.8,0,901775360,926941184
1785436396.9,0,901775360,926941184
1785436398.0,0,901775360,926941184
1785436399.0,0,901775360,926941184
1785436400.1,0,901775360,926941184
1785436401.2,0,901775360,926941184
1785436402.3,0,901775360,926941184
1785436403.4,0,901775360,926941184
1785436404.4,0,901775360,926941184
1785436405.5,0,901775360,926941184
1785436406.5,0,901775360,926941184
1785436407.6,0,901775360,926941184
1785436408.7,0,901775360,926941184
1785436409.8,0,901775360,926941184
1785436410.8,0,901775360,926941184
1785436411.9,0,901775360,926941184
1785436413.0,0,901775360,926941184
1785436414.0,0,901775360,926941184
1785436415.1,0,901775360,926941184
1785436416.2,0,901775360,926941184
1785436417.3,0,901775360,926941184
1785436418.3,0,901775360,926941184
1785436419.4,0,901775360,926941184
1785436420.5,0,901775360,926941184
1785436421.6,0,901775360,926941184
1785436422.6,0,901775360,926941184
1785436423.7,0,901775360,926941184
1785436424.8,0,901775360,926941184
1785436425.8,0,901775360,926941184
1785436426.9,0,901775360,926941184
1785436428.0,0,901775360,926941184
1785436429.1,0,901775360,926941184
1785436430.1,0,901775360,926941184
1785436431.2,0,901775360,926941184
1785436432.3,0,901775360,926941184
1785436433.4,0,901775360,926941184
1785436434.5,0,901775360,926941184
1785436435.5,0,901775360,926941184
1785436436.6,0,901775360,926941184
1785436437.7,0,901775360,926941184
1785436438.7,0,901775360,926941184
1785436439.8,0,901775360,926941184
1785436440.9,0,901775360,926941184
1785436441.9,0,901775360,926941184
1785436443.0,0,901775360,926941184
1785436444.1,0,901775360,926941184
1785436445.2,0,901775360,926941184
1785436446.3,0,901775360,926941184
1785436447.3,0,901775360,926941184
1785436448.4,0,901775360,926941184
1785436449.5,0,901775360,926941184
1785436450.6,0,901775360,926941184
1785436451.6,0,901775360,926941184
1785436452.7,0,901775360,926941184
1785436453.8,0,901775360,926941184
1785436454.9,0,901775360,926941184
1785436455.9,0,901775360,926941184
1785436457.0,0,901775360,926941184
1785436458.1,0,901775360,926941184
1785436459.2,0,901775360,926941184
1785436460.2,0,901775360,926941184
1785436461.3,0,901775360,926941184
1785436462.4,0,901775360,926941184
1785436463.4,0,901775360,926941184
1785436464.5,0,901775360,926941184
1785436465.6,0,901775360,926941184
1785436466.7,0,901775360,926941184
1785436467.7,0,901775360,926941184
1785436468.8,0,901775360,926941184
1785436469.9,0,901775360,926941184
1785436470.9,0,901775360,926941184
1785436472.0,0,901775360,926941184
1785436473.1,0,901775360,926941184
1785436474.2,0,901775360,926941184
1785436475.3,0,901775360,926941184
1785436476.3,0,901775360,926941184
1785436477.4,0,901775360,926941184
1785436478.5,0,901775360,926941184
1785436479.6,0,901775360,926941184
1785436480.6,0,901775360,926941184
1785436481.7,0,901775360,926941184
1785436482.8,0,901775360,926941184
1785436483.8,0,901775360,926941184
1785436484.9,0,901775360,926941184
