ts,ms,status
1785473433.851,2.13,ok
1785473433.864,2.45,ok
1785473433.878,2.22,ok
1785473433.892,2.94,ok
1785473433.904,1.65,ok
1785473433.917,2.37,ok
1785473433.934,2.89,ok
1785473433.966,20.85,ok
1785473433.989,12.49,ok
1785473434.014,11.73,ok
1785473434.032,3.71,ok
1785473434.050,2.44,ok
1785473434.065,2.11,ok
1785473434.078,2.11,ok
1785473434.092,2.48,ok
1785473434.110,2.23,ok
1785473434.127,2.12,ok
1785473434.144,2.60,ok
1785473434.160,2.39,ok
1785473434.177,2.41,ok
1785473434.190,2.34,ok
1785473434.203,2.29,ok
1785473434.220,2.37,ok
1785473434.236,2.39,ok
1785473434.253,1.96,ok
1785473434.266,2.17,ok
1785473434.281,2.61,ok
1785473434.295,2.20,ok
1785473434.310,2.24,ok
1785473434.326,1.93,ok
1785473434.344,2.33,ok
1785473434.358,2.30,ok
1785473434.372,2.28,ok
1785473434.387,1.93,ok
1785473434.402,1.78,ok
1785473434.418,2.11,ok
1785473434.434,2.75,ok
1785473434.451,2.38,ok
1785473434.468,2.35,ok
1785473434.486,2.81,ok
1785473434.500,2.09,ok
1785473434.513,2.13,ok
1785473434.527,2.19,ok
1785473434.544,2.56,ok
1785473434.563,3.40,ok
1785473434.581,3.22,ok
1785473434.597,2.99,ok
1785473434.612,4.73,ok
1785473434.627,2.48,ok
1785473434.642,2.37,ok
1785473434.659,4.07,ok
1785473434.679,4.66,ok
1785473434.694,3.43,ok
1785473434.713,3.51,ok
1785473434.731,3.53,ok
1785473434.748,3.62,ok
1785473434.767,3.99,ok
1785473434.783,3.92,ok
1785473434.797,4.03,ok
1785473434.813,3.77,ok
1785473434.828,3.59,ok
1785473434.842,3.74,ok
1785473434.861,4.25,ok
1785473434.877,2.85,ok
1785473434.895,3.65,ok
1785473434.912,4.19,ok
1785473434.930,4.56,ok
1785473434.960,20.00,ok
1785473434.976,4.67,ok
1785473434.992,2.25,ok
1785473435.010,2.26,ok
1785473435.023,1.99,ok
1785473435.036,2.18,ok
1785473435.052,2.28,ok
1785473435.067,2.56,ok
1785473435.084,2.02,ok
1785473435.096,2.07,ok
1785473435.114,2.79,ok
1785473435.131,2.04,ok
1785473435.149,2.47,ok
1785473435.161,2.42,ok
1785473435.177,3.20,ok
1785473435.191,3.53,ok
1785473435.207,3.68,ok
1785473435.225,3.39,ok
1785473435.241,3.92,ok
1785473435.259,3.72,ok
1785473435.276,4.04,ok
1785473435.294,3.33,ok
1785473435.310,2.75,ok
1785473435.327,3.86,ok
1785473435.343,2.94,ok
1785473435.361,3.02,ok
1785473435.376,3.00,ok
1785473435.394,2.99,ok
1785473435.414,5.41,ok
1785473435.428,3.84,ok
1785473435.448,5.26,ok
1785473435.465,2.47,ok
1785473435.480,3.21,ok
1785473435.493,2.37,ok
1785473435.509,2.56,ok
1785473435.523,3.41,ok
1785473435.543,4.38,ok
1785473435.561,4.19,ok
1785473435.578,3.63,ok
1785473435.595,4.18,ok
1785473435.614,3.51,ok
1785473435.632,3.54,ok
1785473435.648,3.93,ok
1785473435.664,3.86,ok
1785473435.681,3.89,ok
1785473435.696,3.86,ok
1785473435.713,3.93,ok
1785473435.728,3.36,ok
1785473435.741,2.96,ok
1785473435.759,2.92,ok
1785473435.774,2.59,ok
1785473435.791,2.47,ok
1785473435.804,2.23,ok
1785473435.821,1.86,ok
1785473435.836,2.46,ok
1785473435.851,2.40,ok
1785473435.864,2.11,ok
1785473435.881,2.14,ok
1785473435.895,2.29,ok
1785473435.913,3.43,ok
1785473435.927,2.35,ok
1785473435.948,6.07,ok
1785473435.972,9.57,ok
1785473435.990,2.48,ok
1785473436.005,3.55,ok
1785473436.023,2.24,ok
1785473436.037,2.29,ok
1785473436.054,2.15,ok
1785473436.071,2.43,ok
1785473436.089,2.12,ok
1785473436.103,3.23,ok
1785473436.121,2.51,ok
1785473436.138,2.15,ok
1785473436.151,2.23,ok
1785473436.165,2.31,ok
1785473436.182,2.55,ok
1785473436.200,2.15,ok
1785473436.213,2.19,ok
1785473436.230,3.96,ok
1785473436.245,3.40,ok
1785473436.265,5.09,ok
1785473436.282,4.20,ok
1785473436.297,3.61,ok
1785473436.313,3.61,ok
1785473436.332,3.86,ok
1785473436.353,6.23,ok
1785473436.369,3.96,ok
1785473436.386,4.00,ok
1785473436.403,3.80,ok
1785473436.420,5.32,ok
1785473436.439,5.44,ok
1785473436.457,2.97,ok
1785473436.472,3.48,ok
1785473436.488,2.84,ok
1785473436.504,2.06,ok
1785473436.517,2.28,ok
1785473436.534,2.16,ok
1785473436.551,2.53,ok
1785473436.564,2.25,ok
1785473436.583,3.57,ok
1785473436.602,4.46,ok
1785473436.620,4.56,ok
1785473436.638,3.06,ok
1785473436.655,2.72,ok
1785473436.673,3.29,ok
1785473436.690,3.33,ok
1785473436.704,2.59,ok
1785473436.718,2.33,ok
1785473436.736,3.14,ok
1785473436.752,2.03,ok
1785473436.769,2.70,ok
1785473436.782,2.83,ok
1785473436.799,1.97,ok
1785473436.818,4.01,ok
1785473436.832,2.54,ok
1785473436.850,2.35,ok
1785473436.868,3.22,ok
1785473436.884,2.92,ok
1785473436.899,2.04,ok
1785473436.912,3.23,ok
1785473436.929,3.07,ok
1785473436.964,19.70,ok
1785473436.979,2.46,ok
1785473436.996,2.40,ok
1785473437.012,2.41,ok
1785473437.029,1.93,ok
1785473437.044,2.45,ok
1785473437.060,2.38,ok
1785473437.074,2.22,ok
1785473437.092,2.66,ok
1785473437.108,2.80,ok
1785473437.126,3.57,ok
1785473437.143,3.08,ok
1785473437.162,4.74,ok
1785473437.177,3.32,ok
1785473437.195,3.69,ok
1785473437.211,3.73,ok
1785473437.230,4.40,ok
1785473437.248,4.04,ok
1785473437.263,3.18,ok
1785473437.282,4.30,ok
1785473437.301,4.64,ok
1785473437.317,3.91,ok
1785473437.331,3.36,ok
1785473437.349,4.53,ok
1785473437.363,3.68,ok
1785473437.382,3.29,ok
1785473437.399,3.59,ok
1785473437.414,4.11,ok
1785473437.432,3.38,ok
1785473437.446,3.33,ok
1785473437.465,4.09,ok
1785473437.480,3.45,ok
1785473437.500,5.44,ok
1785473437.517,3.53,ok
1785473437.534,1.96,ok
1785473437.549,3.53,ok
1785473437.563,2.38,ok
1785473437.578,1.96,ok
1785473437.596,5.41,ok
1785473437.615,3.94,ok
1785473437.631,3.43,ok
1785473437.645,3.38,ok
1785473437.663,4.09,ok
1785473437.681,3.36,ok
1785473437.699,6.78,ok
1785473437.716,5.25,ok
1785473437.736,5.01,ok
1785473437.755,5.40,ok
1785473437.771,4.58,ok
1785473437.790,4.45,ok
1785473437.804,3.82,ok
1785473437.818,3.63,ok
1785473437.834,3.21,ok
1785473437.852,2.33,ok
1785473437.870,7.44,ok
1785473437.885,3.18,ok
1785473437.901,2.21,ok
1785473437.918,2.59,ok
1785473437.936,2.69,ok
1785473437.956,9.38,ok
1785473437.970,2.21,ok
1785473437.985,2.58,ok
1785473438.002,2.32,ok
1785473438.020,2.56,ok
1785473438.035,2.46,ok
1785473438.051,2.00,ok
1785473438.067,2.33,ok
1785473438.083,3.82,ok
1785473438.096,2.27,ok
1785473438.109,2.40,ok
1785473438.127,2.91,ok
1785473438.142,2.37,ok
1785473438.159,2.46,ok
1785473438.177,3.07,ok
1785473438.195,2.56,ok
1785473438.212,2.78,ok
1785473438.229,2.33,ok
1785473438.242,2.42,ok
1785473438.261,3.70,ok
1785473438.280,3.85,ok
1785473438.294,2.92,ok
1785473438.312,3.89,ok
1785473438.330,3.27,ok
1785473438.348,3.45,ok
1785473438.361,2.01,ok
1785473438.375,2.86,ok
1785473438.393,2.66,ok
1785473438.412,4.00,ok
1785473438.431,3.60,ok
1785473438.447,4.05,ok
1785473438.461,3.72,ok
1785473438.479,3.81,ok
1785473438.492,2.15,ok
1785473438.509,2.77,ok
1785473438.526,3.32,ok
1785473438.543,2.84,ok
1785473438.558,2.29,ok
1785473438.575,2.20,ok
1785473438.588,1.99,ok
1785473438.601,2.37,ok
1785473438.617,2.98,ok
1785473438.635,3.77,ok
1785473438.651,3.46,ok
1785473438.665,3.32,ok
1785473438.679,3.24,ok
1785473438.694,3.64,ok
1785473438.712,4.05,ok
1785473438.730,4.68,ok
1785473438.745,3.55,ok
1785473438.763,4.36,ok
1785473438.777,3.83,ok
1785473438.793,3.58,ok
1785473438.809,3.20,ok
1785473438.825,3.16,ok
1785473438.841,1.87,ok
1785473438.856,2.21,ok
1785473438.872,2.26,ok
1785473438.886,3.32,ok
1785473438.902,2.18,ok
1785473438.917,2.39,ok
1785473438.933,2.99,ok
1785473438.956,7.57,ok
1785473438.973,2.19,ok
1785473438.990,1.96,ok
1785473439.007,2.21,ok
1785473439.021,1.86,ok
1785473439.035,2.06,ok
1785473439.050,2.12,ok
1785473439.063,1.98,ok
1785473439.076,2.78,ok
1785473439.090,2.14,ok
1785473439.105,1.83,ok
1785473439.118,2.16,ok
1785473439.132,2.46,ok
1785473439.144,1.98,ok
1785473439.161,3.41,ok
1785473439.175,1.84,ok
1785473439.187,1.50,ok
1785473439.201,3.69,ok
1785473439.218,2.02,ok
1785473439.233,3.13,ok
1785473439.247,2.39,ok
1785473439.265,2.74,ok
1785473439.279,2.16,ok
1785473439.293,1.73,ok
1785473439.305,1.98,ok
1785473439.318,1.82,ok
1785473439.335,1.93,ok
1785473439.352,2.62,ok
1785473439.368,1.74,ok
1785473439.384,1.67,ok
1785473439.401,1.99,ok
1785473439.418,1.77,ok
1785473439.435,1.88,ok
1785473439.451,1.88,ok
1785473439.464,1.93,ok
1785473439.477,1.55,ok
1785473439.494,2.05,ok
1785473439.509,1.86,ok
1785473439.525,1.88,ok
1785473439.538,2.05,ok
1785473439.554,1.98,ok
1785473439.567,1.70,ok
1785473439.588,6.10,ok
1785473439.605,1.99,ok
1785473439.618,2.07,ok
1785473439.637,4.14,ok
1785473439.651,2.10,ok
1785473439.668,2.18,ok
1785473439.687,3.23,ok
1785473439.704,2.16,ok
1785473439.721,2.67,ok
1785473439.738,2.47,ok
1785473439.754,2.90,ok
1785473439.769,2.06,ok
1785473439.786,1.84,ok
1785473439.799,1.70,ok
1785473439.817,2.86,ok
1785473439.832,1.95,ok
1785473439.847,1.57,ok
1785473439.863,2.04,ok
1785473439.877,1.97,ok
1785473439.893,1.94,ok
1785473439.910,2.08,ok
1785473439.927,2.42,ok
1785473439.941,1.83,ok
1785473439.962,5.95,ok
1785473439.977,3.13,ok
1785473439.994,1.85,ok
1785473440.011,4.14,ok
1785473440.054,30.35,ok
1785473440.071,2.28,ok
1785473440.087,3.73,ok
1785473440.102,3.04,ok
1785473440.118,3.45,ok
1785473440.134,2.50,ok
1785473440.152,2.07,ok
1785473440.167,2.11,ok
1785473440.182,1.81,ok
1785473440.195,1.81,ok
1785473440.209,1.72,ok
1785473440.225,2.17,ok
1785473440.238,2.34,ok
1785473440.254,2.12,ok
1785473440.273,3.51,ok
1785473440.286,2.15,ok
1785473440.304,2.27,ok
1785473440.320,1.93,ok
1785473440.338,3.31,ok
1785473440.352,2.15,ok
1785473440.366,1.54,ok
1785473440.383,1.94,ok
1785473440.400,1.98,ok
1785473440.414,1.66,ok
1785473440.428,1.93,ok
1785473440.445,1.75,ok
1785473440.458,1.71,ok
1785473440.473,3.29,ok
1785473440.490,2.15,ok
1785473440.504,1.66,ok
1785473440.520,2.54,ok
1785473440.536,1.48,ok
1785473440.551,2.04,ok
1785473440.567,1.98,ok
1785473440.581,1.96,ok
1785473440.595,2.88,ok
1785473440.609,1.88,ok
1785473440.627,3.54,ok
1785473440.650,1.93,ok
1785473440.666,1.84,ok
1785473440.683,2.27,ok
1785473440.696,2.37,ok
1785473440.710,2.42,ok
1785473440.723,2.07,ok
1785473440.736,1.98,ok
1785473440.753,2.12,ok
1785473440.769,1.91,ok
1785473440.785,2.36,ok
1785473440.803,2.50,ok
1785473440.818,2.79,ok
1785473440.832,2.00,ok
1785473440.849,2.03,ok
1785473440.863,1.81,ok
1785473440.880,1.99,ok
1785473440.893,1.85,ok
1785473440.909,1.90,ok
1785473440.926,1.92,ok
1785473440.942,3.05,ok
1785473440.964,8.09,ok
1785473440.979,1.82,ok
1785473440.995,2.26,ok
1785473441.008,2.03,ok
1785473441.022,2.19,ok
1785473441.117,82.02,ok
1785473441.134,1.94,ok
1785473441.148,1.85,ok
1785473441.166,3.05,ok
1785473441.184,4.52,ok
1785473441.199,3.05,ok
1785473441.211,1.91,ok
1785473441.229,2.23,ok
1785473441.245,4.09,ok
