ts,ms,status
1785473032.581,2.09,ok
1785473032.599,2.34,ok
1785473032.616,2.54,ok
1785473032.634,2.41,ok
1785473032.648,2.45,ok
1785473032.664,2.14,ok
1785473032.681,3.32,ok
1785473032.693,1.71,ok
1785473032.709,2.31,ok
1785473032.724,2.39,ok
1785473032.741,1.78,ok
1785473032.757,2.76,ok
1785473032.771,2.01,ok
1785473032.785,1.67,ok
1785473032.802,2.40,ok
1785473032.819,2.11,ok
1785473032.838,3.77,ok
1785473032.856,4.71,ok
1785473032.873,4.01,ok
1785473032.894,5.03,ok
1785473032.912,4.03,ok
1785473032.928,3.51,ok
1785473032.942,3.83,ok
1785473032.958,3.46,ok
1785473032.974,3.29,ok
1785473032.990,3.62,ok
1785473033.009,4.14,ok
1785473033.030,9.33,ok
1785473033.050,3.78,ok
1785473033.065,3.56,ok
1785473033.077,2.24,ok
1785473033.095,3.13,ok
1785473033.112,2.54,ok
1785473033.126,3.21,ok
1785473033.143,2.43,ok
1785473033.157,2.33,ok
1785473033.170,2.04,ok
1785473033.187,2.88,ok
1785473033.202,2.45,ok
1785473033.218,1.96,ok
1785473033.232,2.30,ok
1785473033.248,2.44,ok
1785473033.266,2.43,ok
1785473033.298,17.03,ok
1785473033.315,2.09,ok
1785473033.332,2.09,ok
1785473033.348,2.12,ok
1785473033.363,1.90,ok
1785473033.381,2.38,ok
1785473033.400,3.69,ok
1785473033.416,2.02,ok
1785473033.433,3.03,ok
1785473033.449,2.21,ok
1785473033.465,2.34,ok
1785473033.478,2.11,ok
1785473033.496,2.30,ok
1785473033.513,2.40,ok
1785473033.531,2.90,ok
1785473033.547,2.37,ok
1785473033.565,2.43,ok
1785473033.582,2.19,ok
1785473033.600,2.44,ok
1785473033.617,2.19,ok
1785473033.634,2.10,ok
1785473033.651,2.97,ok
1785473033.668,2.13,ok
1785473033.682,2.69,ok
1785473033.699,2.77,ok
1785473033.716,2.79,ok
1785473033.729,2.47,ok
1785473033.742,2.24,ok
1785473033.755,2.78,ok
1785473033.768,2.13,ok
1785473033.785,2.44,ok
1785473033.799,2.72,ok
1785473033.812,3.01,ok
1785473033.830,2.70,ok
1785473033.848,2.94,ok
1785473033.862,2.62,ok
1785473033.878,4.09,ok
1785473033.894,5.34,ok
1785473033.914,4.28,ok
1785473033.930,3.73,ok
1785473033.944,3.85,ok
1785473033.963,4.02,ok
1785473033.981,3.45,ok
1785473033.996,4.18,ok
1785473034.012,3.33,ok
1785473034.030,3.93,ok
1785473034.047,3.73,ok
1785473034.064,3.46,ok
1785473034.081,3.90,ok
1785473034.099,4.01,ok
1785473034.122,7.16,ok
1785473034.136,4.02,ok
1785473034.155,4.30,ok
1785473034.169,3.60,ok
1785473034.184,3.53,ok
1785473034.202,3.67,ok
1785473034.216,2.51,ok
1785473034.232,2.55,ok
1785473034.249,2.30,ok
1785473034.261,2.45,ok
1785473034.293,21.29,ok
1785473034.307,2.49,ok
1785473034.319,2.04,ok
1785473034.333,2.25,ok
1785473034.348,2.27,ok
1785473034.365,2.54,ok
1785473034.383,2.23,ok
1785473034.403,5.67,ok
1785473034.418,2.23,ok
1785473034.435,2.33,ok
1785473034.448,2.30,ok
1785473034.467,4.37,ok
1785473034.483,2.78,ok
1785473034.501,2.64,ok
1785473034.518,2.08,ok
1785473034.534,2.55,ok
1785473034.548,2.35,ok
1785473034.563,2.09,ok
1785473034.577,2.51,ok
1785473034.594,2.60,ok
1785473034.613,3.90,ok
1785473034.630,4.13,ok
1785473034.644,2.32,ok
1785473034.659,2.49,ok
1785473034.677,2.72,ok
1785473034.691,2.25,ok
1785473034.709,4.24,ok
