ts,ms,status
1785473383.908,6.00,ok
1785473383.926,4.99,ok
1785473383.941,2.76,ok
1785473383.962,6.04,ok
1785473383.975,1.62,ok
1785473383.994,4.49,ok
1785473384.011,4.28,ok
1785473384.029,2.96,ok
1785473384.048,4.44,ok
1785473384.061,3.05,ok
1785473384.077,1.84,ok
1785473384.095,2.97,ok
1785473384.111,4.37,ok
1785473384.125,1.88,ok
1785473384.147,7.65,ok
1785473384.167,6.62,ok
1785473384.188,6.10,ok
1785473384.205,1.86,ok
1785473384.223,3.57,ok
1785473384.241,2.98,ok
1785473384.262,5.43,ok
1785473384.276,2.45,ok
1785473384.293,2.92,ok
1785473384.310,3.38,ok
1785473384.328,4.48,ok
1785473384.341,2.47,ok
1785473384.361,5.13,ok
1785473384.382,5.98,ok
1785473384.396,3.28,ok
1785473384.412,2.03,ok
1785473384.431,4.33,ok
1785473384.445,4.45,ok
1785473384.464,3.58,ok
1785473384.481,1.83,ok
1785473384.504,7.84,ok
1785473384.520,5.04,ok
1785473384.540,6.70,ok
1785473384.559,4.93,ok
1785473384.575,4.20,ok
1785473384.593,4.61,ok
1785473384.610,1.81,ok
1785473384.625,4.49,ok
1785473384.642,4.13,ok
1785473384.662,4.76,ok
1785473384.679,1.98,ok
1785473384.695,4.80,ok
1785473384.714,4.01,ok
1785473384.733,4.23,ok
1785473384.745,1.84,ok
1785473384.790,29.59,ok
1785473384.833,15.30,ok
1785473384.864,15.51,ok
1785473384.877,3.48,ok
1785473384.892,3.48,ok
1785473384.912,4.62,ok
1785473384.929,2.31,ok
1785473384.945,4.06,ok
1785473384.960,3.41,ok
1785473384.974,3.60,ok
1785473384.991,1.95,ok
1785473385.010,4.02,ok
1785473385.022,2.68,ok
1785473385.042,6.80,ok
1785473385.060,3.44,ok
1785473385.080,5.31,ok
1785473385.097,5.57,ok
1785473385.114,1.98,ok
1785473385.131,5.64,ok
1785473385.147,5.72,ok
1785473385.165,3.46,ok
1785473385.182,1.78,ok
1785473385.196,4.11,ok
1785473385.211,3.68,ok
1785473385.230,7.11,ok
1785473385.247,2.63,ok
1785473385.269,7.01,ok
1785473385.286,4.58,ok
1785473385.303,1.95,ok
1785473385.319,4.78,ok
1785473385.337,3.02,ok
1785473385.353,2.77,ok
1785473385.373,4.90,ok
1785473385.391,2.83,ok
1785473385.410,5.13,ok
1785473385.429,3.17,ok
1785473385.444,3.57,ok
1785473385.456,1.68,ok
1785473385.472,2.38,ok
1785473385.488,3.10,ok
1785473385.507,5.12,ok
1785473385.523,5.22,ok
1785473385.540,3.25,ok
1785473385.559,3.66,ok
1785473385.576,2.53,ok
1785473385.596,4.85,ok
1785473385.612,3.96,ok
1785473385.631,8.28,ok
1785473385.648,2.41,ok
1785473385.671,9.06,ok
1785473385.690,5.01,ok
1785473385.709,6.05,ok
1785473385.726,2.06,ok
1785473385.748,6.59,ok
1785473385.765,5.20,ok
1785473385.781,3.83,ok
1785473385.801,4.92,ok
1785473385.819,3.61,ok
1785473385.836,4.24,ok
1785473385.855,4.68,ok
1785473385.875,5.20,ok
1785473385.890,4.71,ok
1785473385.903,2.24,ok
1785473385.918,2.80,ok
1785473385.933,3.66,ok
1785473385.948,2.75,ok
1785473385.967,4.54,ok
1785473385.984,2.70,ok
1785473386.001,2.65,ok
1785473386.016,3.04,ok
1785473386.038,10.24,ok
1785473386.057,8.15,ok
1785473386.076,4.14,ok
1785473386.093,2.41,ok
1785473386.107,3.01,ok
1785473386.124,5.90,ok
1785473386.140,5.39,ok
1785473386.154,1.72,ok
1785473386.169,4.30,ok
1785473386.189,4.56,ok
1785473386.204,1.75,ok
1785473386.224,5.88,ok
1785473386.247,7.38,ok
