label,ko,n,rps,rps_min,rps_max,p95,p99,fail,lost,lost_amt,ledger,match,retries,lock_waits,lock_ms,lock_avg
jpa-naive,JPA 조회 후 증가,3,1180.5422433978513,1177.737761371003,1481.814669783858,253.914,284.0585,0,27501,60306400,89053,False,0,22594,3266145,144.5580685137647
jvm-lock,JVM 락 + 조회 후 증가,3,757.5163781045013,725.8041150172724,966.5586762253466,855.6508999999999,1060.8598200000001,0,0,0,58243,True,0,0,0,0
jpa-optimistic,낙관적 락 + 재시도,3,139.66608224278616,138.66813940230486,165.16939519693614,4022.1799,4532.7201,10.116144018583043,0,0,9086,True,79506,69781,3522345,50.4771356099798
jpa-pessimistic,비관적 락,3,1054.1919626003282,988.4066529329965,1260.206868879301,286.4318,328.05124,0,0,0,75760,True,0,19972,3378014,169.13749248948528
atomic,원자적 UPDATE,3,1337.9206196486066,1253.3550104839067,1524.614593602834,235.52684999999994,270.19474,0,0,0,91597,True,0,25367,3332190,131.35924626483225
slot16,슬롯 16,3,3271.8063289201996,2894.0732955432495,3920.8178528700255,47.93879999999999,62.515599999999985,0,0,0,235375,True,0,28318,228974,8.085811144854862
slot64,슬롯 64,3,4050.7545468129947,3415.113382877269,4178.751822405747,37.387399999999985,50.97268,0,0,0,243133,True,0,8822,42366,4.802312400816142
redis,Redis 카운터,3,4000.415454480144,3416.326678997381,4021.381951199593,37.81559999999999,55.46399999999997,0,0,0,240109,True,0,0,0,0
redis-pipe,Redis 파이프라인,3,4293.964868914246,3356.281639616083,4439.3482517712755,34.14774999999999,43.3125,0,0,0,257726,True,0,0,0,0
