ts,ms,status
1785385450.992095000,30073,err:SQLTransientConnectionException
1785385450.990880000,30061,err:SQLTransientConnectionException
1785385450.990837000,30042,err:SQLTransientConnectionException
1785385450.990861000,30056,err:SQLTransientConnectionException
1785385450.992199000,30070,err:SQLTransientConnectionException
1785385450.991700000,30049,err:SQLTransientConnectionException
1785385451.049466000,30131,err:SQLTransientConnectionException
1785385451.048863000,30139,err:SQLTransientConnectionException
1785385451.050477000,30117,err:SQLTransientConnectionException
1785385451.049046000,30126,ok
1785385451.049222000,30119,ok
1785385451.050794000,30143,err:SQLTransientConnectionException
1785385451.050379000,30140,err:SQLTransientConnectionException
1785385451.049205000,30130,ok
1785385451.051029000,30122,err:SQLTransientConnectionException
1785385451.050226000,30139,ok
1785385481.114453000,30036,err:SQLTransientConnectionException
1785385481.113354000,30034,err:SQLTransientConnectionException
1785385481.113935000,30095,err:SQLTransientConnectionException
1785385481.115402000,30039,err:SQLTransientConnectionException
1785385481.112916000,30094,ok
1785385481.113526000,30033,err:SQLTransientConnectionException
1785385481.112899000,30094,ok
1785385481.121241000,30045,ok
1785385481.114918000,30096,err:SQLTransientConnectionException
1785385481.115020000,30096,err:SQLTransientConnectionException
1785385481.115054000,30096,err:SQLTransientConnectionException
1785385481.127566000,30052,ok
1785385481.139386000,30063,ok
1785385481.154171000,30077,ok
1785385481.163617000,30084,ok
1785385481.165076000,30086,ok
