ts,ms,status
1785385686.755062000,30055,err:SQLTransientConnectionException
1785385686.754652000,30063,err:SQLTransientConnectionException
1785385686.754214000,30062,err:SQLTransientConnectionException
1785385686.754189000,30048,err:SQLTransientConnectionException
1785385686.755747000,30069,err:SQLTransientConnectionException
1785385686.754214000,30055,err:SQLTransientConnectionException
1785385686.803712000,30104,err:SQLTransientConnectionException
1785385686.803820000,30108,err:SQLTransientConnectionException
1785385686.803733000,30106,err:SQLTransientConnectionException
1785385686.810764000,30123,ok
1785385686.811223000,30107,err:SQLTransientConnectionException
1785385686.814040000,30116,ok
1785385686.810668000,30115,err:SQLTransientConnectionException
1785385686.815522000,30128,ok
1785385686.813849000,30119,ok
1785385686.819170000,30112,ok
1785385686.881186000,102,ok
1785385686.881225000,102,ok
1785385686.881716000,102,ok
1785385686.882216000,103,ok
1785385686.882535000,103,ok
1785385686.882262000,103,ok
1785385716.930505000,30026,err:SQLTransientConnectionException
1785385716.929167000,30086,err:SQLTransientConnectionException
1785385716.937964000,30093,err:SQLTransientConnectionException
1785385716.936820000,30031,err:SQLTransientConnectionException
1785385716.949290000,30101,ok
1785385716.938600000,30034,err:SQLTransientConnectionException
1785385716.937176000,30032,err:SQLTransientConnectionException
1785385716.939166000,30094,err:SQLTransientConnectionException
1785385716.954846000,30102,ok
1785385716.945227000,30103,ok
1785385716.951771000,30103,ok
1785385716.947320000,30094,ok
1785385716.954969000,30096,ok
1785385716.948242000,30099,err:SQLTransientConnectionException
1785385716.989948000,30084,ok
1785385716.992064000,30086,ok
