label,table,wal_bytes,elapsed_s,upd0,hot0,newpage0,upd1,hot1,newpage1
ff100-idx0,t0,208253488,1.827885000,0,0,0,500000,0,500000
ff100-idx3,t3,308318776,4.134396000,0,0,0,500000,0,500000
ff100-idx6,t6,407677624,6.228200000,0,0,0,500000,0,500000
ff100-idx10,t10,539503232,9.204855000,0,0,0,500000,0,500000
ff70-idx0,u0,146414232,1.694240000,0,0,0,500000,225807,274193
ff70-idx10,u10,330532456,6.267214000,0,0,0,500000,225807,274193
ff70-idx10-indexedcol,u10,526463760,13.254865000,500000,225807,274193,1000000,225807,424557
ff70-idx10-2ndpass,u10,154650120,3.401959000,1000000,225807,424557,1500000,643357,507007
ff70-idx0-2ndpass,u0,112065968,1.413078000,500000,225807,274193,1000000,575443,424557
