label,table,wal_bytes,elapsed_s,upd0,hot0,newpage0,upd1,hot1,newpage1
ff100-idx0,t0,208264888,1.901482000,0,0,0,500000,0,500000
ff100-idx3,t3,308330816,3.806997000,0,0,0,500000,0,500000
ff100-idx6,t6,407693328,5.915646000,0,0,0,500000,0,500000
ff100-idx10,t10,539528656,8.767250000,0,0,0,500000,0,500000
ff70-idx0,u0,146423168,1.691251000,0,0,0,500000,225807,274193
ff70-idx10,u10,330539712,5.581012000,0,0,0,500000,225807,274193
ff70-idx10-indexedcol,u10,526466584,11.374155000,500000,225807,274193,1000000,225807,424557
ff70-idx10-2ndpass,u10,154659744,3.275613000,1000000,225807,424557,1500000,643357,507007
ff70-idx0-2ndpass,u0,112059984,1.427021000,500000,225807,274193,1000000,575443,424557
