ts,hit_rate,young_per_1k,not_young_per_1k,pages_made_young_rate,old_pages,total_pages,reads_from_disk_rate
1785527893.1,784,0,239,0.0,9089,24573,1338.2562590048578
1785527894.1,581,0,464,0.0,9089,24573,1339.9375318331124
1785527895.1,560,0,487,0.0,9089,24573,1458.267493554926
1785527896.1,577,0,468,0.0,9089,24573,1334.1398168819844
1785527897.1,598,0,445,0.0,9089,24573,1250.519254270819
1785527898.1,572,0,474,0.0,9089,24573,1401.4217836060466
1785527899.1,572,0,458,0.0,9089,24573,1332.0660192019043
1785527900.1,606,0,452,0.0,9089,24573,1201.8064649472929
1785527901.1,610,0,432,0.0,9089,24573,1210.1019124544168
1785527902.1,560,0,487,0.0,9089,24573,1339.6132688993305
1785527903.1,594,0,449,0.0,9089,24573,1263.8462015920456
1785527904.1,574,0,471,0.0,9089,24573,1340.904967404102
1785527905.1,575,0,470,0.0,9089,24573,1267.6679675531473
1785527906.1,583,0,462,0.0,9089,24573,1268.5827023979452
1785527907.1,582,0,463,0.0,9089,24573,1337.6290946685237
1785527908.1,556,0,483,0.0,9089,24573,1399.835111751929
1785527909.1,578,0,463,0.0,9089,24573,1339.6126560240582
1785527910.2,586,0,471,0.0,9089,24573,1333.2859910990146
1785527911.2,583,0,446,0.0,9089,24573,1333.572958401307
1785527912.2,591,0,467,0.0,9089,24573,1266.4556256225542
1785527913.2,594,0,449,0.0,9089,24573,1276.881534794766
1785527914.2,573,0,473,0.0,9089,24573,1335.350654721085
1785527915.2,596,0,446,0.0,9089,24573,1204.5045601928512
1785527916.2,776,0,248,0.0,9089,24573,723.7600577037667
1785527917.2,1000,0,0,0.0,9089,24573,0.0
1785527918.2,1000,0,0,0.0,9089,24573,0.0
1785527919.2,1000,0,0,0.0,9089,24573,0.0
1785527920.2,1000,0,0,0.0,9089,24573,0.0
1785527921.2,1000,0,0,0.0,9089,24573,0.0
1785527922.2,1000,0,0,0.0,9089,24573,0.0
1785527923.2,930,0,86,0.0,9089,24573,279.203641135368
1785527924.2,821,5,188,33.87268669562151,8780,23741,1149.678836669036
1785527925.2,814,17,141,133.50945834655795,9051,24573,1402.845651880251
1785527926.2,810,15,204,116.1764348956687,9051,24573,1398.0890626760815
1785527927.2,747,22,291,115.77631529624242,9050,24573,1277.5317549930198
1785527928.2,592,35,445,106.59499678669883,9051,24573,1211.397346660054
1785527929.2,570,32,481,106.42685138877532,9050,24573,1400.4580070597724
1785527930.3,607,42,435,128.49664286161914,9050,24573,1201.937828613299
1785527931.3,582,35,464,108.63659689517443,9051,24573,1281.7125101577462
